,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,gu,주소,위도,경도,cnt
356,팔금산미술관,부산 동래구 충렬대로107번길 104-0,문화시설,미술관,Dongnae-gu,부산 동래구 충렬대로107번길 104-0,35.20974,129.0731,98
357,보림사,부산 동래구 쇠미로81번길 28-0,역사관광지,절,Dongnae-gu,부산 동래구 쇠미로81번길 28-0,35.2013345,129.0548407,98
358,현지사,부산 동래구 중앙대로 1325-0,역사관광지,절,Dongnae-gu,부산 동래구 중앙대로 1325,35.1975994,129.0791363,98
359,동래부동헌,부산 동래구 명륜로112번길 61-0,역사관광지,문화유적지,Dongnae-gu,부산 동래구 명륜로112번길 61-0,35.2023897,129.0892528,98
360,열린아트홀,부산 동래구 온천장로 7-0,공연/행사,공연장,Dongnae-gu,부산 동래구 온천장로 7-0,35.2207533,129.0846463,98
361,웨이브코랄,부산 동래구 충렬대로410번길 25-0,휴양관광지,수족관,Dongnae-gu,부산 동래구 충렬대로410번길 25-0,35.1949542,129.1024026,98
362,지장본원사,부산 동래구 시실로107번길 27-0,역사관광지,절,Dongnae-gu,부산 동래구 시실로107번길 27-0,35.2127962,129.0964657,98
363,옥련암,부산 동래구 쇠미로129번길 102-27,역사관광지,절,Dongnae-gu,부산 동래구 쇠미로129번길 102-27,35.2054317,129.0592744,98
364,동래문화원,부산 동래구 문화로 80-0,문화시설,문화원,Dongnae-gu,부산 동래구 문화로 80-0,35.211008,129.083761,98
365,도림사,부산 동래구,역사관광지,절,Dongnae-gu,부산 동래구,35.2052,129.0837,98
366,동명사,부산 동래구 만덕고개길 402-0,역사관광지,절,Dongnae-gu,부산 동래구 만덕고개길 402,35.2141373,129.0564606,98
367,용문사,부산 동래구 온천천로 321-0,역사관광지,절,Dongnae-gu,부산 동래구 온천천로 321,35.2167782,129.0845213,98
368,에코아트아쿠아,부산 동래구 석사북로 55-0,휴양관광지,수족관,Dongnae-gu,부산 동래구 석사북로 55-0,35.2057039,129.0665517,98
369,이주홍문학관,부산 동래구 금강로61번길 20-12,문화시설,전시장,Dongnae-gu,부산 동래구 금강로61번길 20-12,35.2170826,129.0744986,98
370,대성암,부산 강서구 낙동남로683번길 85-0,역사관광지,절,Gangseo-gu,부산 강서구,35.212,128.9805,54
371,용적사,부산 강서구 생곡산단로39번길 24-0,역사관광지,절,Gangseo-gu,부산 강서구 생곡산단로39번길 24-0,35.133573,128.8836779,54
372,길상사,부산 강서구 신촌소류지길 163-4,역사관광지,절,Gangseo-gu,부산 강서구,35.212,128.9805,54
373,숭림사,부산 강서구 낙동남로 635-0,역사관광지,절,Gangseo-gu,부산 강서구 낙동남로 635,35.1135944,128.9248073,54
374,육주선원,부산 강서구 공항로1309번길 198-11,역사관광지,절,Gangseo-gu,부산 강서구 공항로1309번길 198-11,35.2170788,128.9840833,54
375,망산도유주암유주비각,부산 강서구,역사관광지,문화유적지,Gangseo-gu,부산 강서구,35.212,128.9805,54
376,용화사,부산 강서구 낙동북로138번길 57-0,역사관광지,절,Gangseo-gu,부산 강서구,35.212,128.9805,54
377,강서문화원,부산 강서구 대저로 254-0,문화시설,문화원,Gangseo-gu,부산 강서구 대저로 254,35.21492,128.9697463,54
378,산양사,부산 강서구 낙동남로456번길 50-0,역사관광지,절,Gangseo-gu,부산 강서구,35.212,128.9805,54
379,흥국사,부산 강서구 허왕후길 182-0,역사관광지,절,Gangseo-gu,부산 강서구,35.212,128.9805,54
380,을숙도대교전망대교량역사관,부산 강서구 을숙도대로 96-0,문화시설,전시장,Gangseo-gu,부산 강서구 을숙도대로 96-0,35.0913965,128.9180481,54
381,용평사,부산 강서구 낙동남로991번길 55-19,역사관광지,절,Gangseo-gu,부산 강서구 낙동남로991번길 55-19,35.1157339,128.9227104,54
382,강서도서관,부산 강서구 공항로811번길 10-0,문화시설,문화생활시설기타,Gangseo-gu,부산 강서구 공항로811번길 10-0,35.1803851,128.9549618,54
383,국회부산도서관건축중(2022년03월개관예정),부산 강서구 명지국제1로 161-0,문화시설,문화생활시설기타,Gangseo-gu,부산 강서구 명지국제1로 161,35.0972054,128.9046073,54
384,국회부산도서관건축중(2022년03월말개관예정),부산 강서구 명지국제1로 161-0,문화시설,문화생활시설기타,Gangseo-gu,부산 강서구 명지국제1로 161,35.0972054,128.9046073,54
385,지사도서관,부산 강서구 과학산단2로20번길 5-0,문화시설,문화생활시설기타,Gangseo-gu,부산 강서구 과학산단2로20번길 5-0,35.1507353,128.8360635,54
386,가덕도굿당,부산 강서구 서천로42번길 52-123,역사관광지,절,Gangseo-gu,부산 강서구 서천로42번길 52-123,35.0340152,128.8221666,54
387,정거마을문화거리,부산 강서구,휴양관광지,놀거리기타,Gangseo-gu,부산 강서구,35.212,128.9805,54
388,부산자원순환협력센터,부산 강서구 생곡산단1로24번길 58-0,문화시설,전시장,Gangseo-gu,부산 강서구 생곡산단1로24번길 58-0,35.1340341,128.8844666,54
389,CGV부산명지,부산 강서구 명지국제8로10번길 38-0,공연/행사,극장,Gangseo-gu,부산 강서구 명지국제8로10번길 38-0,35.0941391,128.903237,54
390,수능엄사,부산 강서구 낙동남로 754-16,역사관광지,절,Gangseo-gu,부산 강서구 낙동남로 754-16,35.1135944,128.9248073,54
391,부산항홍보관,부산 강서구 신항로 96-87,문화시설,화랑/전시관,Gangseo-gu,부산 강서구 신항로 96-87,35.0831789,128.8348433,54
392,청량사,부산 강서구 제도로 29-0,역사관광지,절,Gangseo-gu,부산 강서구 제도로 29-0,35.1452915,128.9138499,54
393,백암사,부산 강서구 상덕로97번가길 17-0,역사관광지,절,Gangseo-gu,부산 강서구,35.212,128.9805,54
394,성원아트홀,부산 강서구 명지오션시티4로 88-0,공연/행사,공연장,Gangseo-gu,부산 강서구 명지오션시티4로 88,35.0819869,128.9035841,54
395,천성진성,부산 강서구,역사관광지,문화유적지,Gangseo-gu,부산 강서구,35.212,128.9805,54
396,가덕도척화비,부산 강서구,역사관광지,문화유적지,Gangseo-gu,부산 강서구,35.212,128.9805,54
397,보광사,부산 강서구 공항진입로 32-0,역사관광지,절,Gangseo-gu,부산 강서구 공항진입로 32-0,35.1796117,128.9519049,54
398,강서브라이트센터,부산 강서구 공항로811번길 10-0,문화시설,문화생활시설기타,Gangseo-gu,부산 강서구 공항로811번길 10-0,35.1803851,128.9549618,54
399,부산강서기적의도서관,부산 강서구 명지오션시티10로 80-0,문화시설,문화생활시설기타,Gangseo-gu,부산 강서구 명지오션시티10로 80-0,35.086657,128.9007962,54
400,국회부산도서관건축중(2022년02월개관예정),부산 강서구 명지국제1로 161-0,문화시설,문화생활시설기타,Gangseo-gu,부산 강서구 명지국제1로 161,35.0972054,128.9046073,54
401,낙동강아트홀건축중(2023년하반기준공예정),부산 강서구,공연/행사,공연장,Gangseo-gu,부산 강서구,35.212,128.9805,54
402,보현사,부산 강서구 가락대로1397번길 0-0,역사관광지,절,Gangseo-gu,부산 강서구 가락대로1397번길 0-0,35.1922331,128.9003635,54
403,부산공항갤러리,부산 강서구 공항진입로 108-0,문화시설,화랑/전시관,Gangseo-gu,부산 강서구 공항진입로 108-0,35.1796117,128.9519049,54
404,생곡동가달고분,부산 강서구,역사관광지,문화유적지,Gangseo-gu,부산 강서구,35.212,128.9805,54
405,문수암,부산 강서구 호계로 0-0,역사관광지,절,Gangseo-gu,부산 강서구 호계로 0-0,35.2028539,128.8923061,54
406,천성공부방문고,부산 강서구 가덕해안로821번길 90-1,문화시설,문화생활시설기타,Gangseo-gu,부산 강서구 가덕해안로821번길 90-1,35.0287924,128.8187527,54
407,김해죽도왜성,부산 강서구,역사관광지,문화유적지,Gangseo-gu,부산 강서구,35.212,128.9805,54
408,가락도원,부산 강서구 수가로716번길 2-9,문화시설,문화생활시설기타,Gangseo-gu,부산 강서구,35.212,128.9805,54
409,보련사포교원,부산 강서구 둔치강변길 728-0,역사관광지,절,Gangseo-gu,부산 강서구 둔치강변길 728,35.1633164,128.8938357,54
410,성불암,부산 강서구 가덕해안로2번가길 106-28,역사관광지,절,Gangseo-gu,부산 강서구,35.212,128.9805,54
411,해남사,부산 강서구 순아3구길 12-0,역사관광지,절,Gangseo-gu,부산 강서구,35.212,128.9805,54
412,차곳,부산 강서구 공항앞길 209-0,문화시설,문화원,Gangseo-gu,부산 강서구 공항앞길 209,35.1788509,128.9521201,54
413,록봉민속교육박물관,부산 강서구 가덕해안로 741-0,문화시설,박물관/기념관,Gangseo-gu,부산 강서구 가덕해안로 741,35.0226088,128.8228787,54
414,천용사,부산 강서구 낙동북로73번가길 134-0,역사관광지,절,Gangseo-gu,부산 강서구 낙동북로73번가길 134,35.2242061,128.9401053,54
415,수도암,부산 강서구 명동길 68-0,역사관광지,절,Gangseo-gu,부산 강서구 명동길 68,35.1421057,128.8417688,54
416,부산혜원학교 도서관,부산 강서구 공항로 1319-0,문화시설,문화생활시설기타,Gangseo-gu,부산 강서구 공항로 1319,35.121328,128.9367378,54
417,롯데시네마부산명지,부산 강서구 명지국제6로 107-0,공연/행사,극장,Gangseo-gu,부산 강서구 명지국제6로 107-0,35.0943386,128.9213394,54
418,혜덕사,부산 강서구 가덕해안로1169번길 109-0,역사관광지,절,Gangseo-gu,부산 강서구 가덕해안로1169번길 109-0,35.0137926,128.8339846,54
419,온누리문화센터,부산 강서구 명지국제8로 229-0,문화시설,문화생활시설기타,Gangseo-gu,부산 강서구 명지국제8로 229,35.0943081,128.901224,54
420,용화사,부산 강서구 울만로25번길 61-0,역사관광지,절,Gangseo-gu,부산 강서구 울만로25번길 61-0,35.1752546,128.9239142,54
421,강서명지풀잎문화센터,부산 강서구 명지오션시티4로 82-0,문화시설,문화생활시설기타,Gangseo-gu,부산 강서구 명지오션시티4로 82,35.0819869,128.9035841,54
422,강서열린커뮤니티센터,부산 강서구 공항로1309번길 83-22,문화시설,문화생활시설기타,Gangseo-gu,부산 강서구 공항로1309번길 83-22,35.2170788,128.9840833,54
423,강서예술촌,부산 강서구 신노전로 63-0,문화시설,전시장,Gangseo-gu,부산 강서구 신노전로 63-0,35.1601052,128.9333534,54
424,법성사,부산 금정구,역사관광지,절,Geumjeong-gu,부산 금정구,35.2429,129.0926,133
425,성불사,부산 금정구 금사로 135-0,역사관광지,절,Geumjeong-gu,부산 금정구 금사로 135,35.2179465,129.1098619,133
426,리우,부산 금정구 온천장로 132-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 온천장로 132,35.2228422,129.0853984,133
427,아트스페이스리,부산 금정구 금샘로 30-1,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 금샘로 30-1,35.2662315,129.0848303,133
428,금정스포원어린이작은도서관,부산 금정구 체육공원로399번길 324-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 체육공원로399번길 324,35.2905529,129.1014858,133
429,회명사,부산 금정구 금샘로17번안길 41-0,역사관광지,절,Geumjeong-gu,부산 금정구 금샘로17번안길 41-0,35.2284921,129.0749445,133
430,재난안전체험관,부산 금정구 체육공원로399번길 324-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 체육공원로399번길 324,35.2905529,129.1014858,133
431,소소담갤러리,부산 금정구 상현로79번길 40-0,문화시설,화랑/전시관,Geumjeong-gu,부산 금정구 상현로79번길 40-0,35.2662952,129.113309,133
432,선불도량,부산 금정구 금샘로 531-0,역사관광지,절,Geumjeong-gu,부산 금정구 금샘로 531,35.2662315,129.0848303,133
433,샛별공방,부산 금정구 팔송로7번길 37-1,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 팔송로7번길 37-1,35.2714969,129.0916966,133
434,자갈치소극장,부산 금정구 부곡로 77-0,공연/행사,공연장,Geumjeong-gu,부산 금정구 부곡로 77,35.2212394,129.0893274,133
435,정수암,부산 금정구 북문로 160-0,역사관광지,절,Geumjeong-gu,부산 금정구 북문로 160,35.25619,129.05163,133
436,상현재실,부산 금정구 상현로105번길 90-0,역사관광지,고택/생가/민속마을,Geumjeong-gu,부산 금정구,35.2429,129.0926,133
437,보현사,부산 금정구 온천장로125번길 68-0,역사관광지,절,Geumjeong-gu,부산 금정구 온천장로125번길 68,35.2231234,129.0835954,133
438,아르코공연연습센터금정,부산 금정구 체육공원로 7-0,공연/행사,공연장,Geumjeong-gu,부산 금정구 체육공원로 7-0,35.2882139,129.1104885,133
439,노포동고분군,부산 금정구,역사관광지,문화유적지,Geumjeong-gu,부산 금정구,35.2429,129.0926,133
440,천기공자발동공건강센터,부산 금정구 오시게로54번길 12-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 오시게로54번길 12-0,35.2215911,129.0888815,133
441,범어사등나무군생지,부산 금정구 범어사로 244-0,역사관광지,문화유적지,Geumjeong-gu,부산 금정구 범어사로 244-0,35.2790458,129.0784751,133
442,혜일암,부산 금정구 대룡2길 22-0,역사관광지,절,Geumjeong-gu,부산 금정구,35.2429,129.0926,133
443,굴룽굴룽라탄작업실,부산 금정구 수림로75번길 2-1,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 수림로75번길 2-1,35.2389813,129.0841296,133
444,메이커라이브러리금정,부산 금정구 금정도서관로 33-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 금정도서관로 33-0,35.2722675,129.1003,133
445,대승사,부산 금정구 중앙대로1826번길 64-0,역사관광지,절,Geumjeong-gu,부산 금정구 중앙대로1826번길 64,35.2472184,129.093659,133
446,용락암,부산 금정구 상마1길 54-0,역사관광지,절,Geumjeong-gu,부산 금정구,35.2429,129.0926,133
447,보운사,부산 금정구 서금로 107-1,역사관광지,절,Geumjeong-gu,부산 금정구 서금로 107-1,35.2179171,129.1035815,133
448,안국선문화원,부산 금정구 금단로 124-0,역사관광지,절,Geumjeong-gu,부산 금정구 금단로 124,35.2604478,129.09318380159272,133
449,원효암,부산 금정구 범어사로 250-0,역사관광지,절,Geumjeong-gu,부산 금정구 범어사로 250,35.2843108,129.06977463532505,133
450,금용사,부산 금정구 회천로25번길 20-0,역사관광지,절,Geumjeong-gu,부산 금정구 회천로25번길 20-0,35.2275089,129.1148388,133
451,연수암,부산 금정구 산성로 382-0,역사관광지,절,Geumjeong-gu,부산 금정구 산성로 382,35.24282,129.05907,133
452,관음암,부산 금정구 청룡예전로96번길 17-0,역사관광지,절,Geumjeong-gu,부산 금정구 청룡예전로96번길 17-0,35.2795037,129.0867805,133
453,소정꿈나무작은도서관,부산 금정구 소정로 19-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 소정로 19-0,35.2281712,129.0808586,133
454,회룡정사,부산 금정구 금샘로485번길 63-0,역사관광지,절,Geumjeong-gu,부산 금정구 금샘로485번길 63-0,35.2671123,129.0820567,133
455,제이무브먼트갤러리,부산 금정구 동부곡로5번길 101-0,문화시설,화랑/전시관,Geumjeong-gu,부산 금정구 동부곡로5번길 101,35.2297006,129.0929664,133
456,수안정사,부산 금정구 금샘로 361-0,역사관광지,절,Geumjeong-gu,부산 금정구 금샘로 361,35.2662315,129.0848303,133
457,계명암,부산 금정구 범어사로 244-0,역사관광지,절,Geumjeong-gu,부산 금정구 범어사로 244-0,35.2790458,129.0784751,133
458,골굴사포교원,부산 금정구 식물원로75번길 20-0,역사관광지,절,Geumjeong-gu,부산 금정구 식물원로75번길 20-0,35.22501,129.08013,133
459,부곡1동만화작은도서관,부산 금정구 동부곡로6번길 29-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 동부곡로6번길 29-0,35.2245752,129.0920416,133
460,대혜사,부산 금정구 금강로 466-1,역사관광지,절,Geumjeong-gu,부산 금정구 금강로 466-1,35.2721158,129.0890267,133
461,원효암,부산 금정구 범어사로 256-0,역사관광지,절,Geumjeong-gu,부산 금정구 범어사로 256,35.2790458,129.0784751,133
462,은빛사랑채작은도서관,부산 금정구 서동로60번길 13-22,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 서동로60번길 13-22,35.2176618,129.0943919,133
463,불광사,부산 금정구 금샘로485번길 188-0,역사관광지,절,Geumjeong-gu,부산 금정구 금샘로485번길 188,35.26909575,129.07503937063692,133
464,책마을보드랑작은도서관,부산 금정구 서동로 115-1,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 서동로 115-1,35.2177944,129.095715,133
465,장전생활문화센터,부산 금정구 금강로335번길 27-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 금강로335번길 27-0,35.237929,129.0800489,133
466,아마빌레뮤직홀,부산 금정구 무학송로 144-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 무학송로 144,35.2354554,129.0926623,133
467,캠퍼스디,부산 금정구 금사로 130-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 금사로 130,35.2179465,129.1098619,133
468,금정문화원,부산 금정구 중앙대로1826번길 10-4,문화시설,문화원,Geumjeong-gu,부산 금정구 중앙대로1826번길 10-4,35.2472184,129.093659,133
469,미리내작은도서관,부산 금정구 금강로347번길 32-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 금강로347번길 32-0,35.2389826,129.0835908,133
470,호국사,부산 금정구 산성로 874-0,역사관광지,절,Geumjeong-gu,부산 금정구 산성로 874,35.24282,129.05907,133
471,지장암,부산 금정구 범어사로 180-0,역사관광지,절,Geumjeong-gu,부산 금정구 범어사로 180,35.2790458,129.0784751,133
472,국청사,부산 금정구 북문로 42-0,역사관광지,절,Geumjeong-gu,부산 금정구 북문로 42-0,35.25619,129.05163,133
473,대원정사,부산 금정구 중앙대로1944번길 13-0,역사관광지,절,Geumjeong-gu,부산 금정구 중앙대로1944번길 13-0,35.2572894,129.0924232,133
474,미륵사,부산 금정구 북문로 126-0,역사관광지,절,Geumjeong-gu,부산 금정구 북문로 126,35.25619,129.05163,133
475,증인아트홀,부산 금정구 장전온천천로113번길 17-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 장전온천천로113번길 17-0,35.2351395,129.0881828,133
476,무명사,부산 금정구 금샘로 473-0,역사관광지,절,Geumjeong-gu,부산 금정구 금샘로 473,35.2662315,129.0848303,133
477,금천선원,부산 금정구 금샘로 271-0,역사관광지,절,Geumjeong-gu,부산 금정구 금샘로 271,35.2662315,129.0848303,133
478,금정북파크,부산 금정구 중앙대로 1621-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 중앙대로 1621,35.2699841,129.0927392,133
479,갤러리산,부산 금정구 범어사로 311-0,문화시설,화랑/전시관,Geumjeong-gu,부산 금정구 범어사로 311,35.2790458,129.0784751,133
480,아쿠아온,부산 금정구 수림로62번길 23-0,휴양관광지,수족관,Geumjeong-gu,부산 금정구 수림로62번길 23-0,35.2409404,129.0857728,133
481,금용사,부산 금정구 금샘로 201-0,역사관광지,절,Geumjeong-gu,부산 금정구 금샘로 201,35.2662315,129.0848303,133
482,요산문학관,부산 금정구 팔송로 60-6,문화시설,전시장,Geumjeong-gu,부산 금정구 팔송로 60-6,35.2718858,129.0859625,133
483,서동예술창작공간,부산 금정구 서동로149번길 8-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 서동로149번길 8-0,35.2150014,129.1030788,133
484,청년창조발전소꿈터플러스,부산 금정구 금정로 63-1,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 금정로 63-1,35.2409393,129.0874191,133
485,예술공간Dot,부산 금정구 금샘로 35-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 금샘로 35-0,35.2662315,129.0848303,133
486,덕운사,부산 금정구 동부곡로27번다길 15-0,역사관광지,절,Geumjeong-gu,부산 금정구,35.2429,129.0926,133
487,보광정사,부산 금정구 반송로 440-9,역사관광지,절,Geumjeong-gu,부산 금정구 반송로 440-9,35.2151129,129.1130564,133
488,내원암,부산 금정구 범어사로 248-0,역사관광지,절,Geumjeong-gu,부산 금정구 범어사로 248,35.2790458,129.0784751,133
489,범어사,부산 금정구 범어사로 250-0,역사관광지,절,Geumjeong-gu,부산 금정구 범어사로 250,35.2843108,129.06977463532505,133
490,홍법사,부산 금정구 두구로33번길 202-0,역사관광지,절,Geumjeong-gu,부산 금정구,35.2429,129.0926,133
491,금정도서관,부산 금정구 금정도서관로 33-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 금정도서관로 33-0,35.2722675,129.1003,133
492,금정산성,부산 금정구,역사관광지,성,Geumjeong-gu,부산 금정구,35.2429,129.0926,133
493,롯데시네마오투,부산 금정구 중앙대로 1607-0,공연/행사,극장,Geumjeong-gu,부산 금정구 중앙대로 1607,35.2699841,129.0927392,133
494,금정산성동문,부산 금정구,역사관광지,문화유적지,Geumjeong-gu,부산 금정구,35.2429,129.0926,133
495,금샘도서관,부산 금정구 기찰로 94-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 기찰로 94,35.2324017,129.0928354,133
496,안국선원,부산 금정구 금단로 124-0,역사관광지,절,Geumjeong-gu,부산 금정구 금단로 124,35.2604478,129.09318380159272,133
497,금정산부곡온천,부산 금정구 수림로20번길 36-0,휴양관광지,온천,Geumjeong-gu,부산 금정구 수림로20번길 36-0,35.2418951,129.0903762,133
498,부산광역시립서동도서관,부산 금정구 서부로76번길 5-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 서부로76번길 5-0,35.2198825,129.0997347,133
499,광명사,부산 금정구 금샘로17번안길 45-0,역사관광지,절,Geumjeong-gu,부산 금정구 금샘로17번안길 45-0,35.2284921,129.0749445,133
500,메가박스부산대,부산 금정구 장전로12번길 55-0,공연/행사,극장,Geumjeong-gu,부산 금정구 장전로12번길 55-0,35.229477,129.0881751,133
501,금샘도서관,부산 금정구,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구,35.2429,129.0926,133
502,부곡암,부산 금정구 윤산로 73-21,역사관광지,절,Geumjeong-gu,부산 금정구 윤산로 73-21,35.2276591,129.0973702,133
503,청련암,부산 금정구 범어사로 246-0,역사관광지,절,Geumjeong-gu,부산 금정구 범어사로 246,35.2790458,129.0784751,133
504,오륜대한국순교자박물관,부산 금정구 오륜대로 106-1,문화시설,박물관/기념관,Geumjeong-gu,부산 금정구 오륜대로 106-1,35.2455506,129.0993571,133
505,금사락,부산 금정구 개좌로 162-0,공연/행사,공연장,Geumjeong-gu,부산 금정구 개좌로 162,35.2157266,129.1090819,133
506,탄생의신비관청소년성문화센터,부산 금정구 체육공원로399번길 324-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 체육공원로399번길 324,35.2905529,129.1014858,133
507,초록마술극장,부산 금정구 기찰로108번길 49-0,공연/행사,극장,Geumjeong-gu,부산 금정구 기찰로108번길 49-0,35.2422363,129.0954867,133
508,도원사,부산 금정구 북문로 139-0,역사관광지,절,Geumjeong-gu,부산 금정구 북문로 139,35.25619,129.05163,133
509,청송암,부산 금정구 서곡로52번안길 36-4,역사관광지,절,Geumjeong-gu,부산 금정구 서곡로52번안길 36-4,35.220078,129.1022167,133
510,만성암,부산 금정구 상마1길 53-0,역사관광지,절,Geumjeong-gu,부산 금정구,35.2429,129.0926,133
511,대원사,부산 금정구 중앙대로 2383-26,역사관광지,절,Geumjeong-gu,부산 금정구 중앙대로 2383-26,35.2699841,129.0927392,133
512,용천사,부산 금정구 작장1길 139-38,역사관광지,절,Geumjeong-gu,부산 금정구 작장1길 139-38,35.2838588,129.0910975,133
513,붐빌,부산 금정구 체육공원로 595-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 체육공원로 595,35.2882139,129.1104885,133
514,대성암,부산 금정구 범어사로 250-0,역사관광지,절,Geumjeong-gu,부산 금정구 범어사로 250,35.2843108,129.06977463532505,133
515,금정예술공연지원센터,부산 금정구 금강로 252-1,공연/행사,공연장,Geumjeong-gu,부산 금정구 금강로 252-1,35.2721158,129.0890267,133
516,석림정사약사전,부산 금정구 윤산로 145-0,역사관광지,절,Geumjeong-gu,부산 금정구 윤산로 145,35.2276591,129.0973702,133
517,금정세대공감센터,부산 금정구 금정로 29-6,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 금정로 29-6,35.2274754,129.0855263,133
518,인터플레이클럽,부산 금정구 금정로 89-0,공연/행사,공연장,Geumjeong-gu,부산 금정구 금정로 89-0,35.2302371,129.0848109,133
519,보광암,부산 금정구 산성로 946-0,역사관광지,절,Geumjeong-gu,부산 금정구 산성로 946,35.24282,129.05907,133
520,섯골생활문화센터,부산 금정구 서곡로33번길 9-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 서곡로33번길 9-0,35.2164833,129.1038474,133
521,부산음악창작소,부산 금정구 금강로 252-1,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 금강로 252-1,35.2721158,129.0890267,133
522,꿈나래어린이극장,부산 금정구 체육공원로399번길 324-0,공연/행사,공연장,Geumjeong-gu,부산 금정구 체육공원로399번길 324,35.2905529,129.1014858,133
523,안심치유정원,부산 금정구 체육공원로 545-0,휴양관광지,동식물원,Geumjeong-gu,부산 금정구 체육공원로 545,35.2882139,129.1104885,133
524,금샘마을도서관,부산 금정구 금강로 673-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 금강로 673,35.2262943,129.0825347,133
525,원광사,부산 금정구 금사로211번길 14-2,역사관광지,절,Geumjeong-gu,부산 금정구 금사로211번길 14-2,35.2297033,129.1200319,133
526,관음정사,부산 금정구 범어사로 322-0,역사관광지,절,Geumjeong-gu,부산 금정구 범어사로 322-0,35.2790458,129.0784751,133
527,셔우드아트홀,부산 금정구 금강로321번길 15-0,공연/행사,공연장,Geumjeong-gu,부산 금정구 금강로321번길 15-0,35.2376683,129.0807219,133
528,유법사,부산 금정구 북문로 24-0,역사관광지,절,Geumjeong-gu,부산 금정구 북문로 24-0,35.25619,129.05163,133
529,관음사,부산 금정구 오륜대로 145-121,역사관광지,절,Geumjeong-gu,부산 금정구 오륜대로 145-121,35.2455506,129.0993571,133
530,금강암,부산 금정구 범어사로 254-0,역사관광지,절,Geumjeong-gu,부산 금정구 범어사로 254,35.2790458,129.0784751,133
531,달마사,부산 금정구 부산대학로63번길 2-1,역사관광지,절,Geumjeong-gu,부산 금정구 부산대학로63번길 2-1,35.2304429,129.0839657,133
532,법전사,부산 금정구 중앙대로 2138-9,역사관광지,절,Geumjeong-gu,부산 금정구 중앙대로 2138,35.2699841,129.0927392,133
533,호국사,부산 금정구 금샘로17번길 8-4,역사관광지,절,Geumjeong-gu,부산 금정구 금샘로17번길 8-4,35.227786,129.0763331,133
534,금정아이꿈자람작은도서관,부산 금정구 금정로 29-6,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 금정로 29-6,35.2274754,129.0855263,133
535,아르코아트홀,부산 금정구 체육공원로19번길 5-0,공연/행사,공연장,Geumjeong-gu,부산 금정구 체육공원로19번길 5-0,35.2478114,129.0962909,133
536,보덕사,부산 금정구,역사관광지,절,Geumjeong-gu,부산 금정구,35.2429,129.0926,133
537,범어사성보박물관,부산 금정구 범어사로 296-0,문화시설,박물관/기념관,Geumjeong-gu,부산 금정구 범어사로 296,35.2790458,129.0784751,133
538,범어사성보박물관,부산 금정구 범어사로 250-0,문화시설,박물관/기념관,Geumjeong-gu,부산 금정구 범어사로 250,35.2843108,129.06977463532505,133
539,성불사,부산 금정구 범어사로 58-46,역사관광지,절,Geumjeong-gu,부산 금정구 범어사로 58-46,35.2790458,129.0784751,133
540,금성암,부산 금정구 공해2길 102-0,역사관광지,절,Geumjeong-gu,부산 금정구,35.2429,129.0926,133
541,수도사,부산 금정구 윤산로 135-0,역사관광지,절,Geumjeong-gu,부산 금정구 윤산로 135,35.2276591,129.0973702,133
542,대한불교혜일암,부산 금정구 대룡2길 22-0,역사관광지,절,Geumjeong-gu,부산 금정구,35.2429,129.0926,133
543,천불정사,부산 금정구 금강로 230-9,역사관광지,절,Geumjeong-gu,부산 금정구 금강로 230-9,35.2262943,129.0825347,133
