,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,gu,주소,위도,경도,cnt
708,안데르센동화마을,부산 기장군,휴양관광지,놀거리기타,Gijang-gun,부산 기장군,35.2446,129.223,153
709,오랑대,부산 기장군,역사관광지,문화유적지,Gijang-gun,부산 기장군,35.2446,129.223,153
710,진언불교,부산 해운대구 운봉길186번길 46-0,역사관광지,절,Haeundae-gu,부산 해운대구,35.1629,129.1638,159
711,시네마테크부산,부산 해운대구 수영강변대로 120-0,공연/행사,극장,Haeundae-gu,부산 해운대구 수영강변대로 120,35.1712188,129.1266587,159
712,관음사,부산 해운대구 아랫반송로50번길 75-11,역사관광지,절,Haeundae-gu,부산 해운대구 아랫반송로50번길 75-11,35.2221598,129.1502644,159
713,데이트갤러리,부산 해운대구 해운대해변로298번길 5-0,문화시설,화랑/전시관,Haeundae-gu,부산 해운대구 해운대해변로298번길 5-0,35.160775,129.1647455,159
714,최장호갤러리,부산 해운대구 좌동순환로 443-0,문화시설,화랑/전시관,Haeundae-gu,부산 해운대구 좌동순환로 443,35.1619659,129.1712659,159
715,장산불교용품점,부산 해운대구 좌동순환로446번길 12-0,역사관광지,절,Haeundae-gu,부산 해운대구 좌동순환로446번길 12-0,35.1622582,129.1736047,159
716,미술관아트숍,부산 해운대구 APEC로 58-0,문화시설,미술관,Haeundae-gu,부산 해운대구 APEC로 58-0,35.1670333,129.1357275,159
717,부산스마트시티전시관,부산 해운대구 센텀동로 41-0,문화시설,화랑/전시관,Haeundae-gu,부산 해운대구 센텀동로 41-0,35.1737398,129.1303714,159
718,보리선수해운대약사선원,부산 해운대구 좌동로 88-0,역사관광지,절,Haeundae-gu,부산 해운대구 좌동로 88,35.1720684,129.17491434605682,159
719,청풍온천탕,부산 해운대구,휴양관광지,온천,Haeundae-gu,부산 해운대구,35.1629,129.1638,159
720,금천미술관,부산 해운대구 좌동순환로15번길 23-36,문화시설,화랑/전시관,Haeundae-gu,부산 해운대구 좌동순환로15번길 23-36,35.1672548,129.1649183,159
721,퀸즈아트갤러리,부산 해운대구 해운대로 632-0,문화시설,화랑/전시관,Haeundae-gu,부산 해운대구 해운대로 632,35.1887346,129.203893,159
722,반여4동새마을문고,부산 해운대구 삼어로133번길 50-0,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 삼어로133번길 50-0,35.2091218,129.1192596,159
723,주천문화원,부산 해운대구 좌동순환로 25-1,문화시설,문화원,Haeundae-gu,부산 해운대구 좌동순환로 25-1,35.1619659,129.1712659,159
724,현엄사,부산 해운대구 운봉길186번길 46-0,역사관광지,절,Haeundae-gu,부산 해운대구,35.1629,129.1638,159
725,도성암,부산 해운대구 송정중앙로21번길 56-0,역사관광지,절,Haeundae-gu,부산 해운대구 송정중앙로21번길 56,35.1839565,129.2036352,159
726,유연선원,부산 해운대구 마린시티3로 1-0,역사관광지,절,Haeundae-gu,부산 해운대구 마린시티3로 1-0,35.1572127,129.1467898,159
727,해운대도서관평생학습마을,부산 해운대구 좌동순환로 118-0,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 좌동순환로 118-0,35.1619659,129.1712659,159
728,이음,부산 해운대구 반여로155번나길 50-0,문화시설,화랑/전시관,Haeundae-gu,부산 해운대구 반여로155번나길 50-0,35.2069105,129.1250315,159
729,용국사,부산 해운대구 재반로50번길 31-13,역사관광지,절,Haeundae-gu,부산 해운대구 재반로50번길 31-13,35.1841017,129.127111,159
730,혜림정사,부산 해운대구 달맞이길117번다길 179-0,역사관광지,절,Haeundae-gu,부산 해운대구 달맞이길117번다길 179,35.1597043,129.1808726,159
731,갤러리화인,부산 해운대구 달맞이길117번길 53-0,문화시설,화랑/전시관,Haeundae-gu,부산 해운대구 달맞이길117번길 53,35.1591899,129.175599,159
732,벡스코제3전시장 건축중(2024년완공예정),부산 해운대구,문화시설,전시장,Haeundae-gu,부산 해운대구,35.1629,129.1638,159
733,임권택영화박물관,부산 해운대구 센텀중앙로 55-0,문화시설,박물관/기념관,Haeundae-gu,부산 해운대구 센텀중앙로 55-0,35.1781569,129.1234604,159
734,꿀비공방,부산 해운대구 해운대로 658-4,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 해운대로 658-4,35.1887346,129.203893,159
735,심불사,부산 해운대구 해운대로205번길 12-0,역사관광지,절,Haeundae-gu,부산 해운대구,35.1629,129.1638,159
736,숨갤러리,부산 해운대구 달맞이길65번길 161-8,문화시설,전시장,Haeundae-gu,부산 해운대구 달맞이길65번길 161-8,35.1591899,129.175599,159
737,관음정사,부산 해운대구 해운대로469번가길 47-0,역사관광지,절,Haeundae-gu,부산 해운대구 해운대로469번가길 47-0,35.1681011,129.1431417,159
738,용수사,부산 해운대구 해운대로383번가길 117-15,역사관광지,절,Haeundae-gu,부산 해운대구 해운대로383번가길 117-15,35.1726393,129.1437787,159
739,최치원선생비,부산 해운대구 동백로 99-0,문화시설,박물관/기념관,Haeundae-gu,부산 해운대구 동백로 99-0,35.1566781,129.1533051,159
740,운주사,부산 해운대구 운봉길 168-0,역사관광지,절,Haeundae-gu,부산 해운대구 운봉길 168,35.23123,129.14916,159
741,BMW Photo Space,부산 해운대구 해운대해변로 299-0,문화시설,전시장,Haeundae-gu,부산 해운대구 해운대해변로 299,35.1668153,129.1724472,159
742,혜성사,부산 해운대구 반송순환로 160-1,역사관광지,절,Haeundae-gu,부산 해운대구 반송순환로 160-1,35.224356,129.1521843,159
743,푸룻푸룻아일랜드,부산 해운대구 해운대해변로298번길 25-0,문화시설,화랑/전시관,Haeundae-gu,부산 해운대구 해운대해변로298번길 25-0,35.160775,129.1647455,159
744,장약암,부산 해운대구 선수촌로208번가길 78-0,역사관광지,절,Haeundae-gu,부산 해운대구,35.1629,129.1638,159
745,가나부산,부산 해운대구 해운대해변로 292-0,문화시설,화랑/전시관,Haeundae-gu,부산 해운대구 해운대해변로 292,35.1668153,129.1724472,159
746,SEA LIFE 부산아쿠아리움,부산 해운대구 해운대해변로 266-0,휴양관광지,수족관,Haeundae-gu,부산 해운대구 해운대해변로 266-0,35.1668153,129.1724472,159
747,더베이101,부산 해운대구 동백로 52-0,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 동백로 52-0,35.1566781,129.1533051,159
748,성불사,부산 해운대구 해운대로383번길 270-0,역사관광지,절,Haeundae-gu,부산 해운대구 해운대로383번길 270,35.18209,129.1368466,159
749,아세안문화원,부산 해운대구 좌동로 162-0,문화시설,문화원,Haeundae-gu,부산 해운대구 좌동로 162,35.17516235,129.18201119999998,159
750,추리문학관,부산 해운대구 달맞이길117번나길 111-0,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 달맞이길117번나길 111,35.1638109,129.1846009,159
751,뮤지엄원,부산 해운대구 센텀서로 20-0,문화시설,미술관,Haeundae-gu,부산 해운대구 센텀서로 20-0,35.1723109,129.1274832,159
752,해운대도서관우동분관,부산 해운대구 우동1로 89-0,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 우동1로 89-0,35.1664781,129.1579765,159
753,조현화랑,부산 해운대구 달맞이길65번길 171-0,문화시설,화랑/전시관,Haeundae-gu,부산 해운대구 달맞이길65번길 171,35.1591899,129.175599,159
754,메가박스해운대,부산 해운대구 해운대로 813-0,공연/행사,극장,Haeundae-gu,부산 해운대구 해운대로 813,35.1887346,129.203893,159
755,부산영화의거리,부산 해운대구,휴양관광지,놀거리기타,Haeundae-gu,부산 해운대구,35.1629,129.1638,159
756,할매탕,부산 해운대구 중동2로10번길 7-0,휴양관광지,온천,Haeundae-gu,부산 해운대구 중동2로10번길 7-0,35.1634001,129.1658305,159
757,센텀시티스파랜드,부산 해운대구 센텀남대로 35-0,휴양관광지,온천,Haeundae-gu,부산 해운대구,35.1629,129.1638,159
758,수도암,부산 해운대구 해운대로383번가길 117-120,역사관광지,절,Haeundae-gu,부산 해운대구 해운대로383번가길 117-120,35.1726393,129.1437787,159
759,하늘연극장영화의전당,부산 해운대구 수영강변대로 120-0,공연/행사,극장,Haeundae-gu,부산 해운대구 수영강변대로 120,35.1712188,129.1266587,159
760,해월정사,부산 해운대구 청사포로67번길 19-0,역사관광지,절,Haeundae-gu,부산 해운대구 청사포로67번길 19-0,35.1629685,129.1890326,159
761,컨벤션홀BEXCO,부산 해운대구,문화시설,전시장,Haeundae-gu,부산 해운대구,35.1629,129.1638,159
762,벡스코상상체험키즈월드,부산 해운대구 APEC로 30-0,휴양관광지,놀이시설,Haeundae-gu,부산 해운대구 APEC로 30-0,35.1670333,129.1357275,159
763,고은사진미술관,부산 해운대구 해운대로452번길 16-0,문화시설,미술관,Haeundae-gu,부산 해운대구 해운대로452번길 16-0,35.1634149,129.1418761,159
764,해운대로데오거리,부산 해운대구,휴양관광지,놀거리기타,Haeundae-gu,부산 해운대구,35.1629,129.1638,159
765,폭포사,부산 해운대구 장산로 331-112,역사관광지,절,Haeundae-gu,부산 해운대구 장산로 331,35.1729415,129.1467094,159
766,동해사,부산 해운대구 달맞이길117번나길 175-32,역사관광지,절,Haeundae-gu,부산 해운대구 달맞이길117번나길 175-32,35.1638109,129.1846009,159
767,맥화랑,부산 해운대구 달맞이길117번나길 162-0,문화시설,화랑/전시관,Haeundae-gu,부산 해운대구 달맞이길117번나길 162,35.1638109,129.1846009,159
768,해운대동백섬,부산 해운대구,역사관광지,문화유적지,Haeundae-gu,부산 해운대구,35.1629,129.1638,159
769,재송어린이도서관,부산 해운대구 해운대로76번길 35-1,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 해운대로76번길 35-1,35.1906205,129.1170921,159
770,부산송정역폐역,부산 해운대구 송정중앙로8번길 60-0,역사관광지,문화유적지,Haeundae-gu,부산 해운대구 송정중앙로8번길 60-0,35.1805257,129.2005815,159
771,해운대인문학도서관,부산 해운대구 반여로 132-0,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 반여로 132,35.1935179,129.1178236,159
772,파라다이스호텔온천,부산 해운대구 해운대해변로 296-0,휴양관광지,온천,Haeundae-gu,부산 해운대구 해운대해변로 296,35.1602041,129.1652071,159
773,벡스코제2전시장,부산 해운대구 APEC로 30-0,문화시설,전시장,Haeundae-gu,부산 해운대구 APEC로 30-0,35.1670333,129.1357275,159
774,부산광역시립반송도서관,부산 해운대구 아랫반송로 22-0,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 아랫반송로 22-0,35.225546,129.1471313,159
775,영화의전당,부산 해운대구 수영강변대로 120-0,공연/행사,극장,Haeundae-gu,부산 해운대구 수영강변대로 120,35.1712188,129.1266587,159
776,해운대수목원,부산 해운대구,휴양관광지,동식물원,Haeundae-gu,부산 해운대구,35.1629,129.1638,159
777,해운대구문화복합센터,부산 해운대구 센텀중앙로 170-0,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 센텀중앙로 170,35.1781569,129.1234604,159
778,부산시립미술관,부산 해운대구 APEC로 58-0,문화시설,미술관,Haeundae-gu,부산 해운대구 APEC로 58-0,35.1670333,129.1357275,159
779,뮤지엄다,부산 해운대구 센텀서로 20-0,문화시설,미술관,Haeundae-gu,부산 해운대구 센텀서로 20-0,35.1723109,129.1274832,159
780,롯데시네마프리미엄해운대,부산 해운대구 해운대로 802-0,공연/행사,극장,Haeundae-gu,부산 해운대구 해운대로 802,35.1887346,129.203893,159
781,해리단길,부산 해운대구,휴양관광지,놀거리기타,Haeundae-gu,부산 해운대구,35.1629,129.1638,159
782,CGV해운대,부산 해운대구 해운대로 620-0,공연/행사,극장,Haeundae-gu,부산 해운대구 해운대로 620,35.1887346,129.203893,159
783,해운대블루라인파크,부산 해운대구,휴양관광지,테마파크,Haeundae-gu,부산 해운대구,35.1629,129.1638,159
784,해운대도서관본관,부산 해운대구 양운로 183-0,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 양운로 183,35.1732877,129.1735977,159
785,반여도서관,부산 해운대구 재반로282번길 38-0,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 재반로282번길 38-0,35.2026562,129.1356824,159
786,키자니아부산점,부산 해운대구 센텀4로 15-0,휴양관광지,놀이시설,Haeundae-gu,부산 해운대구 센텀4로 15-0,35.1711576,129.1324827,159
787,해운정사,부산 해운대구 우동2로 40-6,역사관광지,절,Haeundae-gu,부산 해운대구 우동2로 40-6,35.1722231,129.1568418,159
788,CGV센텀시티,부산 해운대구 센텀남대로 35-0,공연/행사,극장,Haeundae-gu,부산 해운대구,35.1629,129.1638,159
789,해운대온천센터,부산 해운대구 중동2로 16-0,휴양관광지,온천,Haeundae-gu,부산 해운대구 중동2로 16-0,35.1636445,129.164833,159
790,벡스코오디토리움,부산 해운대구 APEC로 55-0,문화시설,전시장,Haeundae-gu,부산 해운대구 APEC로 55-0,35.1670333,129.1357275,159
791,롯데시네마센텀시티,부산 해운대구 센텀남대로 59-0,공연/행사,극장,Haeundae-gu,부산 해운대구,35.1629,129.1638,159
792,소향씨어터신한카드홀,부산 해운대구 센텀중앙로 55-0,공연/행사,공연장,Haeundae-gu,부산 해운대구 센텀중앙로 55-0,35.1781569,129.1234604,159
793,BEXCO,부산 해운대구 APEC로 55-0,문화시설,전시장,Haeundae-gu,부산 해운대구 APEC로 55-0,35.1670333,129.1357275,159
794,마린갤러리,부산 해운대구 달맞이길65번길 56-0,문화시설,화랑/전시관,Haeundae-gu,부산 해운대구 달맞이길65번길 56,35.1591899,129.175599,159
795,해변도서관,부산 해운대구 해운대해변로 264-0,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 해운대해변로 264,35.1668153,129.1724472,159
796,느티나무도서관,부산 해운대구 윗반송로 57-0,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 윗반송로 57-0,35.2300426,129.1540137,159
797,대광명사,부산 해운대구 좌동순환로 473-0,역사관광지,절,Haeundae-gu,부산 해운대구 좌동순환로 473,35.1619659,129.1712659,159
798,해운대청년채움공간,부산 해운대구 센텀동로 200-0,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 센텀동로 200,35.1737398,129.1303714,159
799,수아트홀,부산 해운대구 중동1로19번길 14-0,공연/행사,공연장,Haeundae-gu,부산 해운대구 중동1로19번길 14-0,35.164277,129.1630386,159
800,옥천사,부산 해운대구 재반로64번길 62-0,역사관광지,절,Haeundae-gu,부산 해운대구 재반로64번길 62-0,35.1875637,129.1286352,159
801,원오사,부산 해운대구 윗반송로 124-5,역사관광지,절,Haeundae-gu,부산 해운대구 윗반송로 124-5,35.2300426,129.1540137,159
802,갤러리조이,부산 해운대구 달맞이길65번길 56-0,문화시설,화랑/전시관,Haeundae-gu,부산 해운대구 달맞이길65번길 56,35.1591899,129.175599,159
803,월석아트홀,부산 해운대구 센텀서로 20-0,문화시설,화랑/전시관,Haeundae-gu,부산 해운대구 센텀서로 20-0,35.1723109,129.1274832,159
804,약수암,부산 해운대구 해운대로383번가길 117-55,역사관광지,절,Haeundae-gu,부산 해운대구 해운대로383번가길 117-55,35.1726393,129.1437787,159
805,해림사,부산 해운대구 반여로 68-38,역사관광지,절,Haeundae-gu,부산 해운대구 반여로 68-38,35.1935179,129.1178236,159
806,적조암,부산 해운대구,역사관광지,절,Haeundae-gu,부산 해운대구,35.1629,129.1638,159
807,안심정사부산달맞이법당,부산 해운대구 달맞이길117번다길 149-0,역사관광지,절,Haeundae-gu,부산 해운대구 달맞이길117번다길 149,35.1597043,129.1808726,159
808,광안대로전시관,부산 해운대구 수영강변대로 203-0,문화시설,화랑/전시관,Haeundae-gu,부산 해운대구 수영강변대로 203-0,35.1629548,129.1336233,159
809,무주사,부산 해운대구 반송순환로184번길 16-0,역사관광지,절,Haeundae-gu,부산 해운대구,35.1629,129.1638,159
810,반송삼절사,부산 해운대구 신반송로182번길 24-0,역사관광지,문화유적지,Haeundae-gu,부산 해운대구 신반송로182번길 24-0,35.2300251,129.1608487,159
811,부산시립어린이미술관,부산 해운대구 APEC로 58-0,문화시설,미술관,Haeundae-gu,부산 해운대구 APEC로 58-0,35.1670333,129.1357275,159
812,대운사,부산 해운대구 송정광어골로 62-0,역사관광지,절,Haeundae-gu,부산 해운대구 송정광어골로 62-0,35.1741673,129.1963753,159
813,해운대문화원,부산 해운대구 센텀중앙로 170-0,문화시설,문화원,Haeundae-gu,부산 해운대구 센텀중앙로 170,35.1781569,129.1234604,159
814,갤러리하이,부산 해운대구 재반로27번길 36-13,문화시설,화랑/전시관,Haeundae-gu,부산 해운대구 재반로27번길 36-13,35.1823246,129.1253136,159
815,정맹룡도예공방,부산 해운대구 좌동로53번길 17-0,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 좌동로53번길 17-0,35.1711692,129.1723905,159
816,고려온천탕,부산 해운대구 중동1로19번길 24-0,휴양관광지,온천,Haeundae-gu,부산 해운대구 중동1로19번길 24-0,35.164277,129.1630386,159
817,혜연사,부산 해운대구 달맞이길 511-0,역사관광지,절,Haeundae-gu,부산 해운대구 달맞이길 511,35.1610571,129.1707504,159
818,레디움아트센터,부산 해운대구 해운대해변로298번길 24-0,문화시설,화랑/전시관,Haeundae-gu,부산 해운대구 해운대해변로298번길 24-0,35.160775,129.1647455,159
819,화엄법계사,부산 해운대구 재반로12번길 28-0,역사관광지,절,Haeundae-gu,부산 해운대구 재반로12번길 28-0,35.1799776,129.1271895,159
820,리빈갤러리,부산 해운대구 좌동로63번길 23-0,문화시설,화랑/전시관,Haeundae-gu,부산 해운대구 좌동로63번길 23-0,35.172651,129.1716699,159
821,작은인문학도서관,부산 해운대구 센텀중앙로 170-0,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 센텀중앙로 170,35.1781569,129.1234604,159
822,석대암,부산 해운대구 반송로623번길 56-1,역사관광지,절,Haeundae-gu,부산 해운대구,35.1629,129.1638,159
823,개운사,부산 해운대구 반송로877번길 104-0,역사관광지,절,Haeundae-gu,부산 해운대구 반송로877번길 104-0,35.2346303,129.1504877,159
824,반야선원,부산 해운대구 세실로 87-0,역사관광지,절,Haeundae-gu,부산 해운대구 세실로 87,35.1776,129.17645,159
825,용수사,부산 해운대구 아랫반송로70번길 72-0,역사관광지,절,Haeundae-gu,부산 해운대구 아랫반송로70번길 72-0,35.2204311,129.1511199,159
826,한국문화센터,부산 해운대구 양운로 98-0,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 양운로 98-0,35.1732877,129.1735977,159
827,두타사,부산 해운대구 달맞이길 495-0,역사관광지,절,Haeundae-gu,부산 해운대구 달맞이길 495,35.1610571,129.1707504,159
828,길상사,부산 해운대구 해운대로469번길 180-0,역사관광지,절,Haeundae-gu,부산 해운대구 해운대로469번길 180,35.1697193,129.1400116,159
829,석태암,부산 해운대구 장산로 331-79,역사관광지,절,Haeundae-gu,부산 해운대구 장산로 331,35.1729415,129.1467094,159
830,지륜심인당,부산 해운대구 좌동순환로468번가길 12-0,역사관광지,절,Haeundae-gu,부산 해운대구 좌동순환로468번가길 12-0,35.1632686,129.1738554,159
831,카린,부산 해운대구 달맞이길65번길 154-0,문화시설,화랑/전시관,Haeundae-gu,부산 해운대구 달맞이길65번길 154-0,35.1591899,129.175599,159
832,반여1동문화센터,부산 해운대구 선수촌로 99-7,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 선수촌로 99-7,35.1960748,129.1185137,159
833,대한불교조계종원각사,부산 해운대구 장산로 427-291,역사관광지,절,Haeundae-gu,부산 해운대구 장산로 427,35.1817359,129.1768241,159
834,소울아트스페이스,부산 해운대구 해운대해변로 30-0,문화시설,화랑/전시관,Haeundae-gu,부산 해운대구 해운대해변로 30-0,35.1668153,129.1724472,159
835,더브릿지,부산 해운대구 해운대해변로209번가길 29-1,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 해운대해변로209번가길 29-1,35.1594976,129.1561324,159
836,재송2동어르신일자리문화센터,부산 해운대구 재반로103번길 41-0,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 재반로103번길 41-0,35.1879792,129.1247042,159
837,해운대온천,부산 해운대구 중동1로 46-0,휴양관광지,온천,Haeundae-gu,부산 해운대구 중동1로 46-0,35.161404,129.163454,159
838,뮤지엄오브일루전,부산 해운대구 수영강변대로 120-0,문화시설,미술관,Haeundae-gu,부산 해운대구 수영강변대로 120,35.1712188,129.1266587,159
839,KNN시어터,부산 해운대구 센텀서로 30-0,공연/행사,공연장,Haeundae-gu,부산 해운대구 센텀서로 30-0,35.1723109,129.1274832,159
840,해운대문화놀이센터,부산 해운대구 반송순환로 147-0,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 반송순환로 147,35.224356,129.1521843,159
841,아트소향,부산 해운대구 센텀중앙로 55-0,문화시설,화랑/전시관,Haeundae-gu,부산 해운대구 센텀중앙로 55-0,35.1781569,129.1234604,159
842,백운사,부산 해운대구 운봉길 315-0,역사관광지,절,Haeundae-gu,부산 해운대구 운봉길 315,35.23123,129.14916,159
843,보경사,부산 해운대구 반송순환로72번길 12-5,역사관광지,절,Haeundae-gu,부산 해운대구 반송순환로72번길 12-5,35.219562,129.1505205,159
844,미륵암,부산 해운대구 좌동순환로468번가길 49-0,역사관광지,절,Haeundae-gu,부산 해운대구 좌동순환로468번가길 49-0,35.1632686,129.1738554,159
845,금수암,부산 해운대구 재반로30번가길 6-0,역사관광지,절,Haeundae-gu,부산 해운대구 재반로30번가길 6-0,35.185706,129.1290011,159
846,쿠무다,부산 해운대구 송정광어골로 41-0,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 송정광어골로 41-0,35.1741673,129.1963753,159
847,해영사,부산 해운대구 좌동순환로 22-0,역사관광지,절,Haeundae-gu,부산 해운대구 좌동순환로 22-0,35.1619659,129.1712659,159
848,해운대석각,부산 해운대구,역사관광지,문화유적지,Haeundae-gu,부산 해운대구,35.1629,129.1638,159
849,해월사,부산 해운대구 해운대로383번길 191-0,역사관광지,절,Haeundae-gu,부산 해운대구 해운대로383번길 191-0,35.18209,129.1368466,159
850,도자공방가원,부산 해운대구 달맞이길117번가길 30-0,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 달맞이길117번가길 30-0,35.1581138,129.1788868,159
851,Agate,부산 해운대구 좌동순환로 118-0,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 좌동순환로 118-0,35.1619659,129.1712659,159
852,라이크휩크림,부산 해운대구 APEC로 17-0,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 APEC로 17-0,35.1670333,129.1357275,159
853,갤러리아트숲,부산 해운대구 청사포로 85-0,문화시설,화랑/전시관,Haeundae-gu,부산 해운대구 청사포로 85,35.1618678,129.1878681,159
854,혜광사,부산 해운대구 반송로 559-2,역사관광지,절,Haeundae-gu,부산 해운대구 반송로 559-2,35.2359771,129.1680206,159
855,부처님마을,부산 해운대구 좌동로 152-0,역사관광지,절,Haeundae-gu,부산 해운대구 좌동로 152,35.17490405,129.18115906731094,159
856,부산프랑스문화원아트스페이스,부산 해운대구 해운대로452번길 16-0,문화시설,전시장,Haeundae-gu,부산 해운대구 해운대로452번길 16-0,35.1634149,129.1418761,159
857,반여화훼단지,부산 해운대구 선수촌로 290-0,휴양관광지,동식물원,Haeundae-gu,부산 해운대구 선수촌로 290,35.1960748,129.1185137,159
858,솔밭예술마을,부산 해운대구 중동1로17번길 15-14,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 중동1로17번길 15-14,35.1639336,129.1624397,159
859,청혜원,부산 해운대구 반여로 172-0,역사관광지,절,Haeundae-gu,부산 해운대구 반여로 172,35.1935179,129.1178236,159
860,반여3동새마을문고,부산 해운대구 재반로256번길 29-70,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 재반로256번길 29-70,35.2010819,129.133483,159
861,이듬갤러리,부산 해운대구 달맞이길117번길 53-0,문화시설,화랑/전시관,Haeundae-gu,부산 해운대구 달맞이길117번길 53,35.1591899,129.175599,159
862,장천사,부산 해운대구,역사관광지,절,Haeundae-gu,부산 해운대구,35.1629,129.1638,159
863,보리선수송정약사선원,부산 해운대구 송정강변로 3-0,역사관광지,절,Haeundae-gu,부산 해운대구 송정강변로 3-0,35.1862847,129.2051189,159
864,경덕염불원,부산 해운대구 우동2로30번길 33-0,역사관광지,절,Haeundae-gu,부산 해운대구 우동2로30번길 33-0,35.1681522,129.1612486,159
865,예현기타아카데미,부산 해운대구 좌동로 152-0,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 좌동로 152,35.17490405,129.18115906731094,159
866,법륜사,부산 해운대구 우동2로60번길 15-0,역사관광지,절,Haeundae-gu,부산 해운대구 우동2로60번길 15-0,35.1691216,129.1571675,159
867,추리문학도서관,부산 해운대구 달맞이길117번나길 111-0,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 달맞이길117번나길 111,35.1638109,129.1846009,159
868,아뜰리에BB,부산 해운대구 우동1로20번길 5-0,문화시설,문화생활시설기타,Haeundae-gu,부산 해운대구 우동1로20번길 5-0,35.1644117,129.1577913,159
869,민주공원민주항쟁기념관,부산 중구 민주공원길 19-0,문화시설,박물관/기념관,Jung-gu,부산 중구 민주공원길 19-0,35.1101363,129.0275016,57
870,보수동책방골목문화관,부산 중구 대청로 61-2,문화시설,문화원,Jung-gu,부산 중구 대청로 61-2,35.1035461,129.0275611,57
871,40계단문화관,부산 중구 동광길 49-0,문화시설,문화원,Jung-gu,부산 중구 동광길 49-0,35.1088291,129.0360649,57
872,고심정사,부산 중구 대청로135번길 20-0,역사관광지,절,Jung-gu,부산 중구 대청로135번길 20-0,35.1042289,129.03481,57
873,백산기념관,부산 중구 백산길 11-0,문화시설,박물관/기념관,Jung-gu,부산 중구 백산길 11-0,35.1017385,129.0339661,57
874,CGV남포 휴점,부산 중구 비프광장로 18-0,공연/행사,극장,Jung-gu,부산 중구 비프광장로 18-0,35.0979462,129.0293044,57
875,조은극장1관,부산 중구 구덕로34번길 4-0,공연/행사,공연장,Jung-gu,부산 중구 구덕로34번길 4-0,35.0985169,129.0322172,57
876,부산BIFF거리,부산 중구,휴양관광지,놀거리기타,Jung-gu,부산 중구,35.106501,129.0325814,57
877,롯데시네마대영,부산 중구 비프광장로 37-0,공연/행사,극장,Jung-gu,부산 중구 비프광장로 37-0,35.0979462,129.0293044,57
878,메가박스부산극장본관,부산 중구 비프광장로 36-0,공연/행사,극장,Jung-gu,부산 중구 비프광장로 36-0,35.0979462,129.0293044,57
879,부산영화체험박물관,부산 중구 대청로126번길 12-0,문화시설,박물관/기념관,Jung-gu,부산 중구 대청로126번길 12-0,35.1003576,129.0344011,57
880,부산광역시립중앙도서관,부산 중구 망양로193번길 146-0,문화시설,문화생활시설기타,Jung-gu,부산 중구 망양로193번길 146,35.1125976,129.0274822,57
881,BIFF광장,부산 중구,휴양관광지,놀거리기타,Jung-gu,부산 중구,35.106501,129.0325814,57
882,롯데시네마광복,부산 중구 중앙대로 2-0,공연/행사,극장,Jung-gu,부산 중구 중앙대로 2-0,35.1077398,129.0360465,57
883,가톨릭센터,부산 중구 중구로 71-0,문화시설,문화생활시설기타,Jung-gu,부산 중구 중구로 71-0,35.1104838,129.0350917,57
884,트릭아이뮤지엄부산,부산 중구 대청로126번길 12-0,문화시설,미술관,Jung-gu,부산 중구 대청로126번길 12-0,35.1003576,129.0344011,57
885,대각사,부산 중구 광복중앙로 19-0,역사관광지,절,Jung-gu,부산 중구 광복중앙로 19-0,35.1006059,129.0313464,57
886,40계단거리,부산 중구,휴양관광지,놀거리기타,Jung-gu,부산 중구,35.106501,129.0325814,57
887,한성1918부산생활문화센터,부산 중구 백산길 13-0,문화시설,문화생활시설기타,Jung-gu,부산 중구 백산길 13-0,35.1017385,129.0339661,57
888,조은극장2관,부산 중구 구덕로34번길 4-0,공연/행사,공연장,Jung-gu,부산 중구 구덕로34번길 4-0,35.0985169,129.0322172,57
