순위,관광지명,주소,분류,현지인 검색 수
1,이마트문현점,부산 남구 전포대로91번길 47-0,쇼핑센터,21172
2,신선대부두,부산 남구,항구,16690
3,홈플러스부산감만점,부산 남구 우암로 124-0,쇼핑센터,7585
4,W스퀘어,부산 남구 분포로 145-0,쇼핑센터,7334
5,감만부두,부산 남구,항구,5594
6,백운포체육공원,부산 남구 백운포로 108-0,공원,4528
7,BIFC몰,부산 남구 문현금융로 40-0,쇼핑센터,3666
8,이기대수변공원,부산 남구 이기대공원로 105-20,공원,3448
9,남구도서관,부산 남구 수영로267번길 61-0,문화생활시설기타,3401
10,메가마트문현점,부산 남구 수영로39번길 2-5,쇼핑센터,3359
11,아바니센트럴호텔부산,부산 남구 전포대로 133-0,호텔,3287
12,부산해군회관,부산 남구 이기대공원로 401-0,호텔,3264
13,남구국민체육센터,부산 남구 백운포로 110-0,운동장,2909
14,UN기념공원,부산 남구,공원,2584
15,못골시장,부산 남구 못골로 66-1,재래시장,2564
16,감만시민공원,부산 남구,공원,2552
17,IFC부산몰,부산 남구 전포대로 133-0,쇼핑센터,2348
18,황령산전망대,부산 남구 못골로 15-0,전망대,2330
19,평화공원,부산 남구,공원,2242
20,백운포체육공원,부산 남구 백운포로 34-0,공원,2088
21,시티원골프연습장,부산 남구 신선로 468-0,골프장,2044
22,대연혁신지구복합상가,부산 남구 수영로 345-0,쇼핑기타,1984
23,오륙도스카이워크,부산 남구 오륙도로 137-0,전망대,1729
24,부산골프클럽,부산 남구 우암로 375-0,골프장,1562
25,GS하이츠자이상가,부산 남구 신선로 566-0,쇼핑기타,1501
26,부산박물관,부산 남구 유엔평화로 63-0,박물관/기념관,1435
27,동명불원,부산 남구 동명로 57-0,절,1412
28,CGV대연,부산 남구 수영로 305-0,극장,1362
29,동광골프연습장,부산 남구 황령대로319번가길 82-28,골프장,1348
30,부산항제7부두,부산 남구,항구,1329
31,용호시장,부산 남구 동명로152번길 93-0,재래시장,1286
32,분포도서관,부산 남구 분포로 97-0,문화생활시설기타,1278
33,교보문고경성대부경대센터,부산 남구 수영로 324-0,쇼핑기타,1258
34,대연킴스볼링장,부산 남구 석포로 116-0,레저/스포츠기타,1200
35,드림씨어터,부산 남구 전포대로 133-0,공연장,1165
36,남광시장,부산 남구 홍곡로 359-0,재래시장,1125
37,부산항제8부두,부산 남구,항구,1110
38,부산문화회관대극장,부산 남구 유엔평화로76번길 1-0,공연장,1058
39,하나로마트용호점,부산 남구 용호로 228-0,쇼핑센터,989
40,오륙도,부산 남구,섬,978
41,캐니언파크부산,부산 남구 전포대로 133-0,동식물원,919
42,다이소부산용호점,부산 남구 용호로 133-0,쇼핑기타,883
43,문현BB골프클럽,부산 남구 수영로39번길 2-21,골프장,882
44,인각사,부산 남구 진남로 234-0,절,873
45,남구실내빙상장,부산 남구 백운포로 106-0,스케이트장,852
46,신감만부두,부산 남구,항구,788
47,우암동도시숲,부산 남구 동항로106번가길 6-6,공원,781
48,감만시장,부산 남구 홍곡로 15-6,재래시장,732
49,부산항감만터미널,부산 남구 북항로 105-0,항구,691
50,감만시민부두,부산 남구,항구,678
51,국군복지단오륙도마트,부산 남구 무민사로 17-0,쇼핑기타,662
52,이노세븐스크린골프연습장,부산 남구 문현로 68-0,골프장,657
53,부산예술회관,부산 남구 용소로 78-0,문화생활시설기타,656
54,정성호텔,부산 남구 수영로13번길 9-0,모텔/여관,652
55,엘지메트로시티,부산 남구 분포로 111-0,쇼핑기타,579
56,국립일제강제동원역사관,부산 남구 홍곡로320번길 100-0,박물관/기념관,568
57,못골스크린골프,부산 남구 진남로 115-7,골프장,548
58,이기대섭자리,부산 남구,관광명소기타,537
59,부산항신선대터미널,부산 남구 신선로 294-0,항구,470
60,홈플러스익스프레스메트로시티점,부산 남구 분포로 113-0,쇼핑기타,467
61,GS25용당해군점,부산 남구 신선로 393-9,쇼핑기타,444
62,메트로랜드,부산 남구 분포로 66-14,종합위락시설,435
63,호텔스미스,부산 남구 못골로12번길 20-0,호텔,421
64,호텔뮤리,부산 남구 수영로219번길 12-8,모텔/여관,386
65,유엔평화기념관,부산 남구 홍곡로320번길 106-0,박물관/기념관,370
66,용호레포츠수영장,부산 남구 동명로152번길 27-0,수영장,368
67,호텔시카고,부산 남구 동명로132번길 21-0,모텔/여관,357
68,오륙도해맞이공원,부산 남구,공원,354
69,다이소부산문현점,부산 남구 수영로 45-0,쇼핑기타,343
70,롯데슈퍼대연점,부산 남구 못골로 78-0,쇼핑기타,341
71,보스코호텔,부산 남구 못골로12번길 64-0,호텔,327
72,골마켓부산점,부산 남구 유엔로 167-0,쇼핑기타,320
73,감만창의문화촌,부산 남구 우암로 84-1,문화생활시설기타,314
74,유엔조각공원,부산 남구,공원,310
75,태성지류,부산 남구 지게골로 43-16,쇼핑기타,303
76,웰킨호텔,부산 남구 유엔평화로4번길 30-0,모텔/여관,295
77,우일볼링센터,부산 남구 고동골로 66-0,레저/스포츠기타,294
78,이기대해안산책로,부산 남구,여행/레저기타,292
79,한스빌모텔,부산 남구 유엔평화로4번길 12-0,모텔/여관,286
80,자연드림부산용호점,부산 남구 신선로 566-0,농수축산물시장,277
81,뽀로로파크부산W스퀘어점,부산 남구 분포로 145-0,레저/스포츠기타,272
82,용호별빛공원,부산 남구 분포로 66-38,공원,270
83,아트박스부산경성대점,부산 남구 수영로 296-0,쇼핑기타,266
84,GS25부경대후문점,부산 남구 황령대로492번길 24-0,쇼핑기타,263
85,브라운도트호텔대연점,부산 남구 수영로208번길 8-0,모텔/여관,261
85,성암사,부산 남구 진남로210번길 58-15,절,261
87,뮤트호텔,부산 남구 수영로220번길 7-0,모텔/여관,252
88,아토즈캠핑부산점,부산 남구 신선로 446-0,쇼핑기타,242
89,골프존파크대연VIP24점,부산 남구 수영로 286-0,골프장,212
90,호텔온나,부산 남구 유엔평화로4번길 5-0,모텔/여관,211
91,무지개휘트니스대연점,부산 남구 수영로 295-0,레저/스포츠기타,209
92,K모텔,부산 남구 유엔평화로4번길 10-0,모텔/여관,206
93,푸드엔남부산점,부산 남구 수영로266번길 7-0,쇼핑기타,200
94,조이골프,부산 남구 황령대로319번길 142-0,골프장,198
95,아주문구,부산 남구 진남로 116-0,쇼핑기타,188
96,넘버25호텔용호점,부산 남구 용호로 156-1,모텔/여관,183
96,다이소부산경성대점,부산 남구 수영로 306-0,쇼핑기타,183
98,희성식품,부산 남구 수영로325번길 145-0,쇼핑기타,181
99,신선대,부산 남구,문화유적지,174
100,남구파워민턴,부산 남구 신선로 199-0,레저/스포츠기타,170
