,순위,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수,구군명
33344,32675,연대산농원,부산 강서구 가덕해안로 1001-0,레포츠(육상/해상/항공),여행/레저기타,3,강서구
3776,3769,해운대리버크루즈,부산 해운대구 수영강변대로 85-0,레포츠(육상/해상/항공),여행/레저기타,816,해운대구
27967,27134,모두투어트레이더스서면점,부산 부산진구 시민공원로 31-0,레포츠(육상/해상/항공),여행/레저기타,7,부산진구
25082,24419,한주항공여행사,부산 동구 중앙대로180번길 6-12,레포츠(육상/해상/항공),여행/레저기타,10,동구
16196,16117,천가동해안산책로,부산 강서구,레포츠(육상/해상/항공),여행/레저기타,34,강서구
11733,11694,송정옛길,부산 해운대구,레포츠(육상/해상/항공),여행/레저기타,79,해운대구
8349,8336,팜투어부산지사,부산 부산진구 황령대로 9-0,레포츠(육상/해상/항공),여행/레저기타,178,부산진구
35937,32675,새부산여행본사,부산 연제구 고분로 5-0,레포츠(육상/해상/항공),여행/레저기타,3,연제구
6958,6955,회동수원지길생태탐방로,부산 금정구,레포츠(육상/해상/항공),여행/레저기타,265,금정구
35889,32675,동백부산고속관광해외여행사,부산 동구 범일로 64-0,레포츠(육상/해상/항공),여행/레저기타,3,동구
601,602,문탠로드,부산 해운대구,레포츠(육상/해상/항공),여행/레저기타,6969,해운대구
25189,24419,하나투어부산은성관광,부산 부산진구 범일로 190-0,레포츠(육상/해상/항공),여행/레저기타,10,부산진구
18279,18062,해파랑길3코스,부산 기장군,레포츠(육상/해상/항공),여행/레저기타,25,기장군
31538,31312,신라투어,부산 해운대구 세실로 48-0,레포츠(육상/해상/항공),여행/레저기타,4,해운대구
38882,32675,모두투어메트로시티용호점,부산 남구 용호로 48-0,레포츠(육상/해상/항공),여행/레저기타,3,남구
22941,22532,옥봉산쉼터,부산 해운대구,레포츠(육상/해상/항공),여행/레저기타,13,해운대구
34787,32675,NHN여행박사부산지사,부산 중구 대청로 148-0,레포츠(육상/해상/항공),여행/레저기타,3,중구
1829,1830,구포무장애숲길,부산 북구,레포츠(육상/해상/항공),여행/레저기타,2223,북구
6290,6290,고우니생태길,부산 사하구,레포츠(육상/해상/항공),여행/레저기타,328,사하구
30689,28231,모두투어홈플러스가야점,부산 부산진구 가야대로 506-0,레포츠(육상/해상/항공),여행/레저기타,6,부산진구
4461,4457,에메랄드사상해수온천,부산 사상구 새벽로202번길 10-0,휴양관광지,온천,632,사상구
24148,23977,동래온천 노천족탕,부산 동래구 금강공원로26번길 21-0,휴양관광지,온천,11,동래구
29475,28231,청풍온천탕,부산 해운대구,휴양관광지,온천,6,해운대구
10161,10149,해운대온천,부산 해운대구 중동1로 46-0,휴양관광지,온천,113,해운대구
106,107,허심청,부산 동래구 온천장로107번길 32-0,휴양관광지,온천,39132,동래구
28895,28231,신금련산온천,부산 수영구 망미로30번길 32-0,휴양관광지,온천,6,수영구
784,785,해운대온천센터,부산 해운대구 중동2로 16-0,휴양관광지,온천,5281,해운대구
27535,27134,파라다이스호텔온천,부산 해운대구 해운대해변로 296-0,휴양관광지,온천,7,해운대구
37869,32675,허심청,부산 동래구 금강공원로20번길 23-0,휴양관광지,온천,3,동래구
584,585,정관온천,부산 기장군 정관8로 16-5,휴양관광지,온천,7130,기장군
3062,3063,할매탕,부산 해운대구 중동2로10번길 7-0,휴양관광지,온천,1134,해운대구
17787,17565,고려온천탕,부산 해운대구 중동1로19번길 24-0,휴양관광지,온천,27,해운대구
22177,22150,사상해수온천,부산 사상구 사상로223번길 55-0,휴양관광지,온천,14,사상구
1265,1266,태종대온천,부산 영도구 태종로 808-0,휴양관광지,온천,3292,영도구
1676,1677,금정산부곡온천,부산 금정구 수림로20번길 36-0,휴양관광지,온천,2428,금정구
1293,1294,센텀시티스파랜드,부산 해운대구 센텀남대로 35-0,휴양관광지,온천,3221,해운대구
6840,6836,아난티워터하우스,부산 기장군 기장해안로 268-32,휴양관광지,온천,276,기장군
2077,2077,물조은온천,부산 기장군 반송로 1650-0,휴양관광지,온천,1938,기장군
2061,2062,카덴96,부산 기장군 기장대로 1075-3,휴양관광지,온천,1947,기장군
7225,7214,JJ풋살,부산 수영구 광남로 60-0,기타관광지,운동장,244,수영구
2085,2086,해운대카파풋살구장,부산 해운대구 우동3로 94-0,기타관광지,운동장,1930,해운대구
21099,21065,부산KT홈구장,부산 동래구 사직로 55-32,기타관광지,운동장,16,동래구
1078,1079,부산교통공사신평체육관,부산 사하구 하신번영로 140-0,기타관광지,운동장,3897,사하구
10662,10638,기장축구센터,부산 기장군 산단5로 76-142,기타관광지,운동장,101,기장군
5791,5782,화전공원인조잔디구장,부산 강서구 화전산단5로 84-0,기타관광지,운동장,387,강서구
37132,32675,장산공원운동장,부산 해운대구 대천로67번길 48-0,기타관광지,운동장,3,해운대구
30144,28231,RSB스크린야구정관점,부산 기장군 정관중앙로 58-0,기타관광지,운동장,6,기장군
4750,4743,부산보훈병원재활체육관,부산 사상구 백양대로 420-0,기타관광지,운동장,566,사상구
10675,10674,사포케이지풋살,부산 기장군 구연3로 17-0,기타관광지,운동장,100,기장군
1437,1438,부산시체육회관,부산 동래구 사직로 77-0,기타관광지,운동장,2873,동래구
2868,2868,선동잔디구장,부산 금정구,기타관광지,운동장,1256,금정구
2038,2039,화명운동장,부산 북구,기타관광지,운동장,1961,북구
20128,19858,미음야구장,부산 강서구,기타관광지,운동장,19,강서구
2522,2523,부산국민체육센터,부산 서구 대신로 150-0,기타관광지,운동장,1493,서구
25819,25273,구덕실내체육관,부산 서구 망양로 57-0,기타관광지,운동장,9,서구
31447,31312,청소년체육관,부산 사상구 덕상로 129-0,기타관광지,운동장,4,사상구
6369,6369,웰빙체육관,부산 중구 영주로 89-0,기타관광지,운동장,319,중구
2156,2157,양정모기념체육관,부산 연제구 체육공원로 43-70,기타관광지,운동장,1852,연제구
28753,28231,롯데자이언츠,부산 동래구,기타관광지,운동장,6,동래구
31633,31312,우리동네탁구장,부산 사상구 엄궁로 40-0,기타관광지,운동장,4,사상구
2425,2425,정관배드민턴아카데미,부산 기장군 정관상곡1길 27-77,기타관광지,운동장,1590,기장군
3373,3373,오륜동인조잔디구장,부산 금정구,기타관광지,운동장,976,금정구
31551,31312,을숙도축구장사하구청,부산 사하구 낙동대로398번길 12-0,기타관광지,운동장,4,사하구
10403,10373,사직궁도장,부산 연제구 체육공원로 43-70,기타관광지,운동장,107,연제구
10404,10373,부산탁구체육관,부산 영도구 해양로301번길 36-0,기타관광지,운동장,107,영도구
8835,8824,경성대학교평생교육원스포츠센터,부산 남구 수영로 345-0,기타관광지,운동장,157,남구
6257,6250,대저생태공원축구장A,부산 강서구,기타관광지,운동장,332,강서구
2897,2898,프로픽풋볼사하신평점,부산 사하구 하신중앙로54번길 17-0,기타관광지,운동장,1238,사하구
2887,2884,풋볼살롱,부산 해운대구,기타관광지,운동장,1247,해운대구
12248,12214,부산진구생활체육센터,부산 부산진구 진남로328번길 99-0,기타관광지,운동장,71,부산진구
4984,4978,성동배드민턴실내체육관,부산 사상구 백양대로 431-1,기타관광지,운동장,518,사상구
4962,4960,대저생태공원야구장A,부산 강서구,기타관광지,운동장,522,강서구
2479,2480,HM풋살파크부산북구점,부산 북구 금곡대로 469-0,기타관광지,운동장,1532,북구
991,992,부산아시아드경기장,부산 연제구 월드컵대로 344-0,기타관광지,운동장,4260,연제구
15458,15357,스포원파크농구장,부산 금정구 체육공원로399번길 324-0,기타관광지,운동장,39,금정구
28368,28231,강서체육공원보조체육관,부산 강서구 체육공원로 43-0,기타관광지,운동장,6,강서구
1156,1156,사하구국민체육센터,부산 사하구 감천로 68-0,기타관광지,운동장,3613,사하구
518,519,기장체육관,부산 기장군 기장대로 650-0,기타관광지,운동장,7991,기장군
2760,2761,화명생태공원축구장,부산 북구,기타관광지,운동장,1332,북구
19795,19543,리틀빅히어로해운대점,부산 해운대구 세실로27번길 21-0,기타관광지,운동장,20,해운대구
6706,6707,어반풋볼파크사상점,부산 사상구 광장로 7-0,기타관광지,운동장,288,사상구
11353,11324,디케이FC,부산 해운대구 재반로 176-0,기타관광지,운동장,86,해운대구
7046,7038,대저생태공원야구장B,부산 강서구,기타관광지,운동장,258,강서구
11420,11376,백호축구클럽앤풋살파크만덕점,부산 북구 덕천로 188-0,기타관광지,운동장,85,북구
1859,1860,금정구민운동장,부산 금정구,기타관광지,운동장,2179,금정구
4126,4126,기장리틀야구장,부산 기장군 체육공원2로 50-0,기타관광지,운동장,722,기장군
6722,6707,삼락생태공원럭비구장,부산 사상구,기타관광지,운동장,288,사상구
19726,19543,구덕스포츠파크,부산 서구 망양로 57-0,기타관광지,운동장,20,서구
30730,28231,유창활기도,부산 사상구 가야대로388번길 14-0,기타관광지,운동장,6,사상구
1830,1831,삼락강변체육공원야구장,부산 사상구,기타관광지,운동장,2222,사상구
7927,7926,대저생태공원축구장C,부산 강서구,기타관광지,운동장,198,강서구
11591,11591,초연근린공원체육관,부산 부산진구 성지로143번길 27-0,기타관광지,운동장,81,부산진구
3911,3910,명지동근린공원축구장,부산 강서구 명지오션시티10로 80-0,기타관광지,운동장,774,강서구
1806,1806,기장체육관보조경기장,부산 기장군 기장대로 650-0,기타관광지,운동장,2247,기장군
13998,13977,동아스포츠아카데미,부산 북구 금곡대로550번길 30-0,기타관광지,운동장,50,북구
1353,1354,에어풋살파크,부산 강서구 강동신덕1길 6-0,기타관광지,운동장,3062,강서구
4690,4682,대저생태공원축구장B,부산 강서구,기타관광지,운동장,579,강서구
27913,27134,75광장테니스장,부산 강서구,기타관광지,운동장,7,강서구
11199,11177,민턴하우스,부산 강서구 제도로 36-0,기타관광지,운동장,89,강서구
18120,18062,구덕씨름체육관,부산 서구 꽃마을로156번길 12-0,기타관광지,운동장,25,서구
13585,13582,맥도생태공원축구장A,부산 강서구,기타관광지,운동장,54,강서구
2633,2633,명지동근린공원축구장,부산 강서구 명지오션시티7로 30-0,기타관광지,운동장,1415,강서구
10912,10887,강변환경공원축구장,부산 사하구 을숙도대로 466-0,기타관광지,운동장,95,사하구
4552,4553,기장월드컵빌리지인조잔디축구장,부산 기장군,기타관광지,운동장,611,기장군
11947,11931,금정구민체육관,부산 금정구 체육공원로 20-0,기타관광지,운동장,75,금정구
26382,25273,레포츠공원게이트볼장,부산 부산진구,기타관광지,운동장,9,부산진구
1208,1209,신호공원축구장,부산 강서구,기타관광지,운동장,3455,강서구
1210,1211,부산아시아드보조경기장,부산 연제구 체육공원로 0-0,기타관광지,운동장,3451,연제구
1970,1971,백양생활체육관,부산 북구,기타관광지,운동장,2034,북구
419,418,사직실내체육관,부산 동래구 체육공원로 74-0,기타관광지,운동장,9937,동래구
3699,3700,을숙도축구장,부산 사하구 낙동남로1233번길 59-0,기타관광지,운동장,841,사하구
22294,22150,개성고등학교체육관,부산 부산진구 당감서로 137-0,기타관광지,운동장,14,부산진구
8198,8183,맥도생태공원야구장,부산 강서구,기타관광지,운동장,184,강서구
2671,2670,사상구국민체육센터,부산 사상구 가야대로196번길 51-0,기타관광지,운동장,1389,사상구
383,384,기장현대차드림볼파크,부산 기장군 체육공원1로 155-0,기타관광지,운동장,10684,기장군
367,368,남구국민체육센터,부산 남구 백운포로 110-0,기타관광지,운동장,11103,남구
3792,3793,서낙동강조정카누경기장,부산 강서구,기타관광지,운동장,810,강서구
2188,2189,풍림무약볼파크,부산 기장군 산단7로 78-23,기타관광지,운동장,1814,기장군
185,186,부산사직종합운동장,부산 동래구 사직로 45-0,기타관광지,운동장,20848,동래구
857,858,기장월드컵빌리지,부산 기장군,기타관광지,운동장,4919,기장군
2248,2245,장산공원인조잔디축구장,부산 해운대구 대천로67번길 48-0,기타관광지,운동장,1763,해운대구
13028,12987,고원사택축구장,부산 기장군,기타관광지,운동장,61,기장군
5427,5425,동서대학교종합운동장,부산 사상구 주례로 47-0,기타관광지,운동장,437,사상구
2924,2922,해운대교육청공동체육관,부산 해운대구 세실로 137-0,기타관광지,운동장,1224,해운대구
31785,31312,송유일탁구클럽,부산 북구 양달로 70-0,기타관광지,운동장,4,북구
6041,6028,강서다목적운동장,부산 강서구,기타관광지,운동장,355,강서구
3204,3205,스포원파크풋살장,부산 금정구,기타관광지,운동장,1050,금정구
3257,3258,강서국민체육센터,부산 강서구 공항로811번길 10-0,기타관광지,운동장,1023,강서구
70,71,사직야구장,부산 동래구 사직로 45-0,기타관광지,운동장,52000,동래구
2374,2375,강서체육관,부산 강서구 체육공원로 43-0,기타관광지,운동장,1646,강서구
1644,1644,영도마린축구장,부산 영도구 해양로 307-0,기타관광지,운동장,2480,영도구
3220,3218,빅보이짐,부산 강서구 제도로 814-0,기타관광지,운동장,1044,강서구
5925,5924,크로스핏팀몬스터,부산 북구 덕천로281번길 24-0,기타관광지,운동장,368,북구
39849,32675,삼성탁구장,부산 부산진구 백양순환로 110-0,기타관광지,운동장,3,부산진구
3158,3159,부산사직종합운동장체조체육관,부산 연제구 체육공원로 43-90,기타관광지,운동장,1072,연제구
1551,1552,기장월드컵빌리지축구장,부산 기장군,기타관광지,운동장,2646,기장군
5511,5506,YK베이스볼파크,부산 기장군 화용길 157-0,기타관광지,운동장,423,기장군
9888,9880,을숙도리틀야구장,부산 사하구 낙동남로1233번길 34-0,기타관광지,운동장,120,사하구
9828,9817,맥도생태공원축구장B,부산 강서구,기타관광지,운동장,122,강서구
3205,3206,철마체육공원축구장,부산 기장군 철마로 543-0,기타관광지,운동장,1049,기장군
9782,9778,부산교통공사대저차량사업소축구장,부산 강서구 낙동북로 236-0,기타관광지,운동장,123,강서구
32159,31312,양정어썸스포츠센터,부산 부산진구 양지로11번길 67-0,기타관광지,운동장,4,부산진구
88,89,구덕종합운동장,부산 서구 망양로 57-0,기타관광지,운동장,44749,서구
17515,17347,무브먼트팩토리,부산 강서구 명지국제8로 266-0,기타관광지,운동장,28,강서구
17469,17347,우성레포츠,부산 금정구 금강로555번길 25-0,기타관광지,운동장,28,금정구
3056,3055,소두방공원축구장,부산 기장군 정관중앙로 158-1,기타관광지,운동장,1139,기장군
1470,1471,장안천야구장,부산 기장군 고무로 294-0,기타관광지,운동장,2776,기장군
13213,13157,다대풋살센터,부산 사하구 다대로 544-0,기타관광지,운동장,59,사하구
39468,32675,스트라이크존부산대구장,부산 금정구 부산대학로 29-0,기타관광지,운동장,3,금정구
25034,24419,DY베이스볼클럽,부산 사하구 하신중앙로3번가길 64-0,기타관광지,운동장,10,사하구
5775,5775,초연근린공원체육관,부산 부산진구 성지로113번나길 27-8,기타관광지,운동장,388,부산진구
2904,2904,화명생태공원야구장,부산 북구,기타관광지,운동장,1235,북구
12356,12287,고리스포츠파크경기장,부산 기장군,기타관광지,운동장,70,기장군
5363,5362,수영환경공원축구장,부산 동래구 온천천남로 185-0,기타관광지,운동장,447,동래구
13290,13236,선바위유원지,부산 기장군,휴양관광지,유원지,58,기장군
4792,4791,몰운대유원지,부산 사하구,휴양관광지,유원지,557,사하구
631,632,성지곡수원지,부산 부산진구 새싹로 295-0,휴양관광지,유원지,6623,부산진구
821,822,국립달음산자연휴양림,부산 기장군 화용길 299-106,자연관광지,자연휴양림,5099,기장군
25772,25273,구덕수원지,부산 서구,자연관광지,저수지,9,서구
5955,5951,안평저수지,부산 기장군,자연관광지,저수지,364,기장군
29515,28231,명례소류지,부산 기장군,자연관광지,저수지,6,기장군
29194,28231,송정저수지,부산 기장군,자연관광지,저수지,6,기장군
38516,32675,신천저수지,부산 기장군,자연관광지,저수지,3,기장군
7815,7803,용천저수지,부산 기장군,자연관광지,저수지,205,기장군
19494,19206,양지사소류지,부산 기장군,자연관광지,저수지,21,기장군
20907,20681,임기소류지,부산 기장군,자연관광지,저수지,17,기장군
3280,3280,병산저수지,부산 기장군,자연관광지,저수지,1014,기장군
3789,3789,연꽃소류지,부산 금정구,자연관광지,저수지,811,금정구
21114,21065,마지저수지,부산 기장군,자연관광지,저수지,16,기장군
21883,21600,화전소류지,부산 기장군,자연관광지,저수지,15,기장군
34366,32675,덕산저수지,부산 기장군,자연관광지,저수지,3,기장군
385,386,회동저수지,부산 금정구,자연관광지,저수지,10673,금정구
29389,28231,내동소류지,부산 기장군,자연관광지,저수지,6,기장군
24029,23977,홍류동소류지,부산 기장군,자연관광지,저수지,11,기장군
10545,10518,분절소류지,부산 강서구,자연관광지,저수지,104,강서구
35229,32675,석길저수지,부산 기장군,자연관광지,저수지,3,기장군
23102,22532,두도전망대,부산 서구,기타관광지,전망대,13,서구
839,840,아미산전망대,부산 사하구 다대낙조2길 77-0,기타관광지,전망대,5002,사하구
1588,1589,오륜대전망대,부산 금정구 오륜대로 229-0,기타관광지,전망대,2577,금정구
8499,8495,고니나루쉼터,부산 사하구,기타관광지,전망대,171,사하구
1675,1675,영도하늘전망대,부산 영도구,기타관광지,전망대,2429,영도구
28119,27134,낙동강전망대,부산 북구 금곡대로550번길 0-0,기타관광지,전망대,7,북구
9309,9305,해돋이전망대,부산 영도구 해돋이3길 410-1,기타관광지,전망대,138,영도구
3981,3981,부산타워,부산 중구 용두산길 37-55,기타관광지,전망대,757,중구
2601,2602,가덕도외양포전망대,부산 강서구 가덕해안로1207번길 44-0,기타관광지,전망대,1437,강서구
7271,7262,친환경스카이웨이전망대,부산 동구,기타관광지,전망대,240,동구
36513,32675,구름이쉬어가는전망대,부산 서구,기타관광지,전망대,3,서구
381,382,부산엑스더스카이,부산 해운대구 달맞이길 30-0,기타관광지,전망대,10765,해운대구
4348,4349,스카이하버전망대,부산 서구 암남공원로 181-0,기타관광지,전망대,659,서구
5457,5453,다이아몬드타워,부산 중구 용두산길 37-55,기타관광지,전망대,432,중구
4977,4978,영주하늘눈전망대,부산 중구,기타관광지,전망대,518,중구
1763,1764,델타루,부산 강서구,기타관광지,전망대,2300,강서구
4952,4953,낙동강하구둑전망대,부산 사하구 낙동남로1233번길 92-0,기타관광지,전망대,523,사하구
17268,17105,이중섭전망대,부산 동구 증산로 168-0,기타관광지,전망대,29,동구
715,716,청학배수지전망대,부산 영도구 와치로 36-0,기타관광지,전망대,5782,영도구
3414,3415,누리바라기,부산 서구,기타관광지,전망대,961,서구
198,199,태종대전망대,부산 영도구 전망로 209-0,기타관광지,전망대,19632,영도구
6827,6815,중리노을전망대,부산 영도구 중리북로 5-0,기타관광지,전망대,278,영도구
624,625,만덕고개누리길전망테크,부산 동래구,기타관광지,전망대,6737,동래구
7909,7907,금련산청소년수련원전망대,부산 수영구,기타관광지,전망대,199,수영구
7839,7825,천마산전망대,부산 서구,기타관광지,전망대,204,서구
257,258,청사포다릿돌전망대,부산 해운대구,기타관광지,전망대,15220,해운대구
10232,10222,몰운대전망대,부산 사하구,기타관광지,전망대,111,사하구
8691,8670,하늘전망대,부산 서구 해돋이로183번길 17-4,기타관광지,전망대,163,서구
148,149,오륙도스카이워크,부산 남구 오륙도로 137-0,기타관광지,전망대,27565,남구
15855,15783,감천문화마을하늘마루전망대,부산 사하구 감내2로 177-11,기타관광지,전망대,36,사하구
19636,19543,김민부전망대,부산 동구 영초윗길26번길 14-0,기타관광지,전망대,20,동구
13896,13866,구포무장애숲길하늘바람전망대,부산 북구,기타관광지,전망대,51,북구
11723,11694,역사의디오라마,부산 중구 영주로 93-0,기타관광지,전망대,79,중구
5647,5648,흰여울전망대,부산 영도구 절영로 258-0,기타관광지,전망대,404,영도구
12143,12138,금련산청소년수련원전망대,부산 수영구 황령산로 156-0,기타관광지,전망대,72,수영구
12715,12669,낙조정,부산 사하구 낙동남로 1169-0,기타관광지,전망대,65,사하구
19068,18857,그린나래호텔스카이라운지,부산 해운대구 해운대해변로 233-0,기타관광지,전망대,22,해운대구
77,78,황령산전망대,부산 남구 못골로 15-0,기타관광지,전망대,47914,남구
1475,1476,대항전망대,부산 강서구,기타관광지,전망대,2767,강서구
11873,11804,구덕민속예술관,부산 서구 대신공원로 34-91,문화시설,전시장,77,서구
24036,23977,부산상공회의소전시실,부산 부산진구 황령대로 24-0,문화시설,전시장,11,부산진구
11077,11071,요산문학관,부산 금정구 팔송로 60-6,문화시설,전시장,91,금정구
36190,32675,숨갤러리,부산 해운대구 달맞이길65번길 161-8,문화시설,전시장,3,해운대구
11454,11423,을숙도대교전망대교량역사관,부산 강서구 을숙도대로 96-0,문화시설,전시장,84,강서구
22,23,BEXCO,부산 해운대구 APEC로 55-0,문화시설,전시장,122503,해운대구
11214,11177,추억보물섬,부산 중구 중구로23번길 9-0,문화시설,전시장,89,중구
109,110,벡스코제2전시장,부산 해운대구 APEC로 30-0,문화시설,전시장,38589,해운대구
3037,3037,부산자원순환협력센터,부산 강서구 생곡산단1로24번길 58-0,문화시설,전시장,1152,강서구
932,933,벡스코오디토리움,부산 해운대구 APEC로 55-0,문화시설,전시장,4581,해운대구
35989,32675,마블익스피리언스부산,부산 동구 충장대로 206-0,문화시설,전시장,3,동구
18095,18062,시연갤러리,부산 기장군 구연방곡로 91-0,문화시설,전시장,25,기장군
6616,6607,안용복기념부산포개항문화관,부산 동구,문화시설,전시장,297,동구
13029,12987,이주홍문학관,부산 동래구 금강로61번길 20-12,문화시설,전시장,61,동래구
23167,23163,강서예술촌,부산 강서구 신노전로 63-0,문화시설,전시장,12,강서구
32592,31312,벡스코제3전시장 건축중(2024년완공예정),부산 해운대구,문화시설,전시장,4,해운대구
531,532,부산항국제전시컨벤션센터,부산 동구 충장대로 206-0,문화시설,전시장,7779,동구
20021,19858,부산프랑스문화원아트스페이스,부산 해운대구 해운대로452번길 16-0,문화시설,전시장,19,해운대구
37086,32675,BMW Photo Space,부산 해운대구 해운대해변로 299-0,문화시설,전시장,3,해운대구
3022,3022,삼진어묵체험역사관,부산 영도구 태종로99번길 36-0,문화시설,전시장,1160,영도구
1185,1186,현대모터스튜디오부산,부산 수영구 구락로123번길 20-0,문화시설,전시장,3529,수영구
18665,18598,예홈동부산전시장,부산 기장군 기장해안로 118-0,문화시설,전시장,23,기장군
3574,3574,컨벤션홀BEXCO,부산 해운대구,문화시설,전시장,892,해운대구
3031,3030,성불사,부산 사하구 신산북로 51-0,역사관광지,절,1156,사하구
39058,32675,불정사,부산 동구 증산서로 20-9,역사관광지,절,3,동구
39314,32675,법성사,부산 영도구 동삼남로31번길 9-9,역사관광지,절,3,영도구
73,74,장안사,부산 기장군 장안로 482-0,역사관광지,절,49385,기장군
30138,28231,보타원,부산 서구 대티로179번길 35-0,역사관광지,절,6,서구
39068,32675,안국선문화원,부산 금정구 금단로 124-0,역사관광지,절,3,금정구
34628,32675,청룡사,부산 동구 망양로879번길 53-0,역사관광지,절,3,동구
12,13,해동용궁사,부산 기장군 용궁길 86-0,역사관광지,절,191384,기장군
1465,1466,마하사,부산 연제구 봉수로 138-0,역사관광지,절,2784,연제구
34666,32675,심불사,부산 해운대구 해운대로205번길 12-0,역사관광지,절,3,해운대구
2923,2922,석탑사,부산 기장군 용수공단2길 70-14,역사관광지,절,1224,기장군
33827,32675,청룡사,부산 사하구 오작로 46-0,역사관광지,절,3,사하구
39332,32675,보문사,부산 서구 천마산로 227-0,역사관광지,절,3,서구
39896,32675,정해사,부산 영도구 와치로161번길 31-3,역사관광지,절,3,영도구
30032,28231,천은사,부산 부산진구 엄광로495번길 47-1,역사관광지,절,6,부산진구
39352,32675,연화사,부산 동래구 쇠미로81번길 33-0,역사관광지,절,3,동래구
39006,32675,장약암,부산 해운대구 선수촌로208번가길 78-0,역사관광지,절,3,해운대구
1466,1467,성불사,부산 해운대구 해운대로383번길 270-0,역사관광지,절,2783,해운대구
39353,32675,대승사,부산 금정구 중앙대로1826번길 64-0,역사관광지,절,3,금정구
34351,32675,불심사,부산 북구 시랑로 20-1,역사관광지,절,3,북구
39438,32675,금수사,부산 영도구 청학북로 3-0,역사관광지,절,3,영도구
38937,32675,보은사,부산 부산진구,역사관광지,절,3,부산진구
39423,32675,성운암,부산 동구 증산서로 3-4,역사관광지,절,3,동구
38904,32675,영선사,부산 영도구 에움길 78-0,역사관광지,절,3,영도구
39330,32675,용화사,부산 영도구 동삼남로 38-10,역사관광지,절,3,영도구
39269,32675,보각사,부산 동구 초량북로39번길 9-0,역사관광지,절,3,동구
39264,32675,원효암,부산 기장군 상곡길 45-8,역사관광지,절,3,기장군
41,42,범어사,부산 금정구 범어사로 250-0,역사관광지,절,81191,금정구
30386,28231,약광사,부산 부산진구 성지곡로 57-0,역사관광지,절,6,부산진구
39190,32675,보운사,부산 금정구 서금로 107-1,역사관광지,절,3,금정구
39189,32675,연화사,부산 사하구 승학로 97-5,역사관광지,절,3,사하구
39170,32675,용문사,부산 서구 암남공원로 60-4,역사관광지,절,3,서구
39209,32675,성불암,부산 강서구 가덕해안로2번가길 106-28,역사관광지,절,3,강서구
34563,32675,연봉사,부산 영도구 청학남로 34-1,역사관광지,절,3,영도구
39224,32675,천룡사,부산 중구 보동길 14-0,역사관광지,절,3,중구
33582,32675,영통사,부산 사하구 마하로 84-2,역사관광지,절,3,사하구
30293,28231,마하사,부산 북구 구남로14번길 53-0,역사관광지,절,6,북구
39393,32675,대원사,부산 동래구 쇠미로129번길 45-0,역사관광지,절,3,동래구
30390,28231,혜각사,부산 사상구 모라로192번길 69-26,역사관광지,절,6,사상구
33607,32675,계명암,부산 금정구 범어사로 244-0,역사관광지,절,3,금정구
39237,32675,정수사,부산 동래구 구만덕로 285-43,역사관광지,절,3,동래구
33971,32675,관음정사,부산 남구 고동골로72번길 16-2,역사관광지,절,3,남구
33624,32675,연화정사,부산 동래구 명안로18번길 97-0,역사관광지,절,3,동래구
34508,32675,용궁정사,부산 수영구,역사관광지,절,3,수영구
39238,32675,용락암,부산 금정구 상마1길 54-0,역사관광지,절,3,금정구
34049,32675,성불암,부산 동구,역사관광지,절,3,동구
30496,28231,보국사,부산 연제구 고분로 131-4,역사관광지,절,6,연제구
1609,1610,옥련선원,부산 수영구 광남로257번길 58-0,역사관광지,절,2528,수영구
30455,28231,금선사,부산 기장군 신평1길 32-68,역사관광지,절,6,기장군
39092,32675,성불사,부산 사상구 대동로 34-46,역사관광지,절,3,사상구
30171,28231,현엄사,부산 해운대구 운봉길186번길 46-0,역사관광지,절,6,해운대구
39268,32675,금수암,부산 서구 꽃마을로87번길 18-0,역사관광지,절,3,서구
34099,32675,서운암,부산 수영구 연수로310번길 102-0,역사관광지,절,3,수영구
39248,32675,관음사,부산 해운대구 아랫반송로50번길 75-11,역사관광지,절,3,해운대구
3011,3012,성암사,부산 남구 진남로210번길 58-15,역사관광지,절,1168,남구
39100,32675,대승미륵사,부산 부산진구 엄광로256번길 9-0,역사관광지,절,3,부산진구
29732,28231,봉정사,부산 영도구 벚꽃길1번길 21-0,역사관광지,절,6,영도구
33852,32675,수안정사,부산 금정구 금샘로 361-0,역사관광지,절,3,금정구
34607,32675,정수사,부산 중구 광복로97번길 11-0,역사관광지,절,3,중구
1405,1406,인각사,부산 남구 진남로 234-0,역사관광지,절,2946,남구
39294,32675,진언불교,부산 해운대구 운봉길186번길 46-0,역사관광지,절,3,해운대구
34977,32675,정수사,부산 동래구 사직북로48번길 149-0,역사관광지,절,3,동래구
34690,32675,천룡암,부산 남구 진남로 51-0,역사관광지,절,3,남구
31817,31312,대한불교조계종포교사단부산지역단,부산 부산진구 서면문화로 27-0,역사관광지,절,4,부산진구
32427,31312,영일암,부산 기장군 기장해안로 233-1,역사관광지,절,4,기장군
31778,31312,성주암,부산 기장군 웅상대로 636-7,역사관광지,절,4,기장군
32434,31312,법륜사,부산 남구 유엔평화로47번길 27-0,역사관광지,절,4,남구
36105,32675,한국불교태고종연화사,부산 동래구 충렬대로256번가길 30-4,역사관광지,절,3,동래구
1617,1618,안국선원,부산 금정구 금단로 124-0,역사관광지,절,2517,금정구
32526,31312,금광사,부산 기장군 임곡1길 197-0,역사관광지,절,4,기장군
