,순위,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수,구군명
893,894,스포원파크싸이드롬,부산 금정구 체육공원로399번길 324-0,레포츠(육상/해상/항공),경륜장,4752,금정구
3377,3373,렛츠런CCC부산연제지점,부산 연제구 월드컵대로164번길 26-0,레포츠(육상/해상/항공),경마장,976,연제구
2951,2949,렛츠런CCC부산동구지점,부산 동구 자성로 134-0,레포츠(육상/해상/항공),경마장,1210,동구
100,101,렛츠런파크부산경남,부산 강서구 가락대로 929-0,레포츠(육상/해상/항공),경마장,41087,강서구
6675,6667,대연동고개,부산 남구,자연관광지,고개/재/령,292,남구
9841,9817,갈치고개,부산 기장군,자연관광지,고개/재/령,122,기장군
3459,3457,문현장고개,부산 남구,자연관광지,고개/재/령,940,남구
10341,10336,곰내재,부산 기장군,자연관광지,고개/재/령,108,기장군
5227,5227,부암새고개,부산 부산진구,자연관광지,고개/재/령,471,부산진구
13379,13322,산성고개,부산 금정구,자연관광지,고개/재/령,57,금정구
1599,1600,대티고개,부산 사하구,자연관광지,고개/재/령,2557,사하구
4966,4965,신평배고개,부산 사하구,자연관광지,고개/재/령,520,사하구
16809,16695,전포새고개,부산 남구,자연관광지,고개/재/령,31,남구
1263,1264,서동고갯길,부산 금정구,자연관광지,고개/재/령,3295,금정구
22419,22150,이태석신부생가,부산 서구 해양로22번길 12-0,역사관광지,고택/생가/민속마을,14,서구
25405,25273,상현재실,부산 금정구 상현로105번길 90-0,역사관광지,고택/생가/민속마을,9,금정구
1879,1880,정묘사,부산 부산진구,역사관광지,고택/생가/민속마을,2155,부산진구
6928,6926,골프존파크대연동진스크린점,부산 남구 황령대로319번가길 137-0,레포츠(육상/해상/항공),골프장,267,남구
7444,7434,골프존파크다대나이스골프점,부산 사하구 다송로84번길 42-0,레포츠(육상/해상/항공),골프장,228,사하구
20672,20247,마린스크린골프,부산 수영구 광남로 33-0,레포츠(육상/해상/항공),골프장,18,수영구
2323,2322,드림스크린골프아카데미,부산 북구 화명대로94번길 116-0,레포츠(육상/해상/항공),골프장,1698,북구
32072,31312,서면대우디오빌실내골프연습장,부산 부산진구 전포대로 274-0,레포츠(육상/해상/항공),골프장,4,부산진구
2818,2819,명진골프클럽안락점,부산 동래구 안남로 108-0,레포츠(육상/해상/항공),골프장,1296,동래구
2332,2332,골프존파크부전티티스크린점,부산 부산진구 부전로 57-0,레포츠(육상/해상/항공),골프장,1689,부산진구
2355,2356,타가스크린골프,부산 사상구 새벽시장로 100-0,레포츠(육상/해상/항공),골프장,1668,사상구
20724,20681,윤프로골프스크린,부산 북구 금곡대로 344-0,레포츠(육상/해상/항공),골프장,17,북구
7399,7384,하나골프연습장,부산 사상구 새벽로 218-0,레포츠(육상/해상/항공),골프장,231,사상구
20754,20681,홀인원스크린골프,부산 사하구 을숙도대로 713-0,레포츠(육상/해상/항공),골프장,17,사하구
20774,20681,현대골프장&스크린,부산 북구 백양대로1064번길 4-0,레포츠(육상/해상/항공),골프장,17,북구
7326,7327,마스터골프연습장,부산 기장군 읍내로 28-0,레포츠(육상/해상/항공),골프장,235,기장군
7325,7317,윈스크린골프,부산 해운대구 해운대로774번길 11-0,레포츠(육상/해상/항공),골프장,236,해운대구
2415,2416,정관골프클럽,부산 기장군 곰내길 593-16,레포츠(육상/해상/항공),골프장,1603,기장군
2296,2297,더킹스크린골프,부산 해운대구 해운대로76번길 16-0,레포츠(육상/해상/항공),골프장,1720,해운대구
20577,20247,로데오골프아카데미,부산 해운대구 좌동순환로 473-0,레포츠(육상/해상/항공),골프장,18,해운대구
20575,20247,나이스골프,부산 사하구 다송로84번길 42-0,레포츠(육상/해상/항공),골프장,18,사하구
20826,20681,에스골프피팅센터,부산 사상구 사상로 71-0,레포츠(육상/해상/항공),골프장,17,사상구
20140,19858,골프존파크초읍빅토리점,부산 부산진구 성지로 94-0,레포츠(육상/해상/항공),골프장,19,부산진구
20173,19858,F2동경실내골프연습장,부산 동래구 미남로 122-0,레포츠(육상/해상/항공),골프장,19,동래구
6742,6737,모전스크린골프,부산 기장군 정관로 391-0,레포츠(육상/해상/항공),골프장,285,기장군
20183,19858,프렌즈스크린장산점,부산 해운대구 해운대로 793-0,레포츠(육상/해상/항공),골프장,19,해운대구
6783,6781,골프존파크다대MK골프존,부산 사하구 다대낙조2길 85-0,레포츠(육상/해상/항공),골프장,281,사하구
2243,2243,골프존파크반여잼스점,부산 해운대구 반여로155번길 10-0,레포츠(육상/해상/항공),골프장,1764,해운대구
7560,7561,365스크린골프,부산 강서구 명지국제8로 284-0,레포츠(육상/해상/항공),골프장,219,강서구
7465,7452,GDR아카데미부산중동2호점,부산 해운대구 좌동순환로 395-0,레포츠(육상/해상/항공),골프장,227,해운대구
7536,7530,M스크린골프,부산 동래구 금강로 132-6,레포츠(육상/해상/항공),골프장,221,동래구
7529,7530,조은골프골프연습장,부산 금정구 금샘로488번길 5-0,레포츠(육상/해상/항공),골프장,221,금정구
7509,7509,골프존파크부곡골드스크린점,부산 금정구 중앙대로1685번길 7-0,레포츠(육상/해상/항공),골프장,223,금정구
20433,20247,SG골프강남스크린,부산 강서구 공항로791번길 8-0,레포츠(육상/해상/항공),골프장,18,강서구
2278,2278,GDR아카데미부산센텀점,부산 해운대구 센텀3로 20-0,레포츠(육상/해상/항공),골프장,1739,해운대구
7474,7468,레몬스크린골프,부산 기장군 정관로 595-0,레포츠(육상/해상/항공),골프장,226,기장군
32246,31312,W골프스튜디오,부산 해운대구 마린시티3로 37-0,레포츠(육상/해상/항공),골프장,4,해운대구
7472,7468,제니스골프클럽,부산 해운대구 마린시티2로 33-0,레포츠(육상/해상/항공),골프장,226,해운대구
7530,7530,오션스크린골프존,부산 사상구 낙동대로 829-0,레포츠(육상/해상/항공),골프장,221,사상구
6808,6802,명성골프연습장,부산 부산진구 당감서로 84-0,레포츠(육상/해상/항공),골프장,279,부산진구
7314,7310,강서스크린골프,부산 강서구 대저중앙로394번길 79-10,레포츠(육상/해상/항공),골프장,237,강서구
21498,21065,문현스크린골프존,부산 남구 수영로 45-0,레포츠(육상/해상/항공),골프장,16,남구
21322,21065,VIP스크린골프연습장,부산 해운대구 좌동순환로 473-0,레포츠(육상/해상/항공),골프장,16,해운대구
7099,7092,골프존파크좌동와와스크린점,부산 해운대구 해운대로 802-0,레포츠(육상/해상/항공),골프장,253,해운대구
7084,7082,골프존파크대연MK골프존점,부산 남구 석포로 116-0,레포츠(육상/해상/항공),골프장,254,남구
7039,7038,골프존파크망미제일점,부산 수영구 과정로42번길 23-0,레포츠(육상/해상/항공),골프장,258,수영구
7018,7008,대한스크린골프,부산 기장군 정관로 570-0,레포츠(육상/해상/항공),골프장,260,기장군
7013,7008,W골프,부산 남구 분포로 145-0,레포츠(육상/해상/항공),골프장,260,남구
6997,6997,골프존파크남천하늘채점,부산 수영구 남천동로 21-0,레포츠(육상/해상/항공),골프장,261,수영구
6993,6988,골프존파크서동바르셀로나점,부산 금정구 개좌로 9-0,레포츠(육상/해상/항공),골프장,262,금정구
6986,6976,혜지우스크린골프,부산 강서구 명지오션시티9로 43-0,레포츠(육상/해상/항공),골프장,263,강서구
2744,2745,대신골프프라자,부산 서구 엄광산로 41-0,레포츠(육상/해상/항공),골프장,1342,서구
6985,6976,써브스크린골프장,부산 연제구 월드컵대로164번길 9-0,레포츠(육상/해상/항공),골프장,263,연제구
6974,6968,하나스크린골프,부산 강서구 르노삼성대로 263-0,레포츠(육상/해상/항공),골프장,264,강서구
2761,2761,이노세븐스크린골프연습장,부산 남구 문현로 68-0,레포츠(육상/해상/항공),골프장,1332,남구
2762,2761,명지삼융스크린골프,부산 강서구 명지국제2로28번길 26-0,레포츠(육상/해상/항공),골프장,1332,강서구
6953,6943,삼락강변체육공원파크골프장,부산 사상구,레포츠(육상/해상/항공),골프장,266,사상구
7109,7107,스카이골프클럽,부산 강서구 명지국제8로 234-0,레포츠(육상/해상/항공),골프장,252,강서구
2782,2781,스카이스크린골프,부산 해운대구 센텀6로 21-0,레포츠(육상/해상/항공),골프장,1323,해운대구
2586,2586,매직골프연습장,부산 기장군 기장대로 1047-7,레포츠(육상/해상/항공),골프장,1448,기장군
21214,21065,명문골프스쿨,부산 부산진구 서면문화로 27-0,레포츠(육상/해상/항공),골프장,16,부산진구
6826,6815,소울스크린골프,부산 기장군 차성서로 152-8,레포츠(육상/해상/항공),골프장,278,기장군
7313,7310,송광스크린골프,부산 북구 금곡대로 195-8,레포츠(육상/해상/항공),골프장,237,북구
2450,2451,스파캐슬스크린골프,부산 사상구 백양대로 987-0,레포츠(육상/해상/항공),골프장,1562,사상구
31603,31312,녹원스크린골프존,부산 동구 중앙대로286번길 9-0,레포츠(육상/해상/항공),골프장,4,동구
21942,21600,SG골프두영골프,부산 북구 시랑로 76-0,레포츠(육상/해상/항공),골프장,15,북구
2193,2194,골프존파크재송유진스크린점,부산 해운대구 해운대로153번길 30-9,레포츠(육상/해상/항공),골프장,1810,해운대구
7191,7186,안락스크린골프연습장,부산 동래구 충렬대로 420-0,레포츠(육상/해상/항공),골프장,246,동래구
7318,7317,24시놀이터스크린골프,부산 해운대구 반여로41번길 54-0,레포츠(육상/해상/항공),골프장,236,해운대구
31476,31312,SG골프골든2스크린,부산 북구 백양대로1064번길 4-0,레포츠(육상/해상/항공),골프장,4,북구
7153,7149,승일스크린,부산 기장군 철마삼동로 108-15,레포츠(육상/해상/항공),골프장,249,기장군
21674,21600,SG골프한양골프클럽,부산 연제구 고분로236번길 13-0,레포츠(육상/해상/항공),골프장,15,연제구
30633,28231,뉴그린골프연습장,부산 사하구 다대로 613-0,레포츠(육상/해상/항공),골프장,6,사하구
31350,31312,파라존실내골프연습장,부산 연제구 법원남로15번길 22-0,레포츠(육상/해상/항공),골프장,4,연제구
2545,2546,골프존파크부전네오스크린점,부산 부산진구 신천대로 122-0,레포츠(육상/해상/항공),골프장,1474,부산진구
2551,2550,제이스타골프연습장,부산 금정구 중앙대로 1989-0,레포츠(육상/해상/항공),골프장,1471,금정구
7138,7135,심스스크린골프,부산 동래구 안남로 23-0,레포츠(육상/해상/항공),골프장,250,동래구
7154,7149,SG골프이지골프,부산 동래구 화현길 3-0,레포츠(육상/해상/항공),골프장,249,동래구
31579,31312,그린온스크린골프연습장,부산 북구 덕천로 21-0,레포츠(육상/해상/항공),골프장,4,북구
7654,7652,현대골프연습장,부산 사상구,레포츠(육상/해상/항공),골프장,214,사상구
2183,2184,육군해운대골프연습장,부산 해운대구,레포츠(육상/해상/항공),골프장,1818,해운대구
1562,1563,더테라스스크린골프,부산 연제구 신금로 25-0,레포츠(육상/해상/항공),골프장,2636,연제구
18783,18598,V스크린골프,부산 북구 화명대로 10-0,레포츠(육상/해상/항공),골프장,23,북구
34158,32675,골프존파크괘법대림스크린점,부산 사상구 광장로 40-0,레포츠(육상/해상/항공),골프장,3,사상구
34154,32675,골프연습장,부산 해운대구,레포츠(육상/해상/항공),골프장,3,해운대구
18823,18598,MK골프존,부산 남구 석포로 116-0,레포츠(육상/해상/항공),골프장,23,남구
1590,1590,서면레포츠,부산 부산진구 시민공원로20번길 11-0,레포츠(육상/해상/항공),골프장,2574,부산진구
18850,18598,동래골프연습장,부산 동래구 중앙대로1367번길 72-0,레포츠(육상/해상/항공),골프장,23,동래구
34041,32675,OK스크린골프,부산 연제구 좌수영로 294-0,레포츠(육상/해상/항공),골프장,3,연제구
18959,18857,에이스스크린골프연습장,부산 북구 의성로 91-0,레포츠(육상/해상/항공),골프장,22,북구
8421,8403,챔피언스크린골프,부산 부산진구 당감로 104-0,레포츠(육상/해상/항공),골프장,175,부산진구
8416,8403,동래GDR골프아카데미,부산 동래구 복천로 108-0,레포츠(육상/해상/항공),골프장,175,동래구
8386,8376,골프존파크문현부산24점,부산 남구 자성로 152-0,레포츠(육상/해상/항공),골프장,176,남구
19042,18857,쌍떼골프아카데미,부산 부산진구 개금온정로 5-0,레포츠(육상/해상/항공),골프장,22,부산진구
8374,8358,광천SG골프,부산 기장군 정관6로 58-0,레포츠(육상/해상/항공),골프장,177,기장군
8342,8336,누구나골프클럽,부산 해운대구 좌동로 47-0,레포츠(육상/해상/항공),골프장,178,해운대구
8310,8288,골프존파크사직BTM스크린점,부산 동래구 여고로51번길 12-0,레포츠(육상/해상/항공),골프장,180,동래구
1701,1702,사직골프연습장,부산 연제구 경기장로 21-0,레포츠(육상/해상/항공),골프장,2388,연제구
8518,8495,남문스크린골프,부산 연제구 월드컵대로188번길 12-2,레포츠(육상/해상/항공),골프장,171,연제구
34231,32675,골프존파크모라스타골프점,부산 사상구 백양대로934번길 20-0,레포츠(육상/해상/항공),골프장,3,사상구
8563,8559,태진스크린골프,부산 강서구 명지오션시티13로 10-0,레포츠(육상/해상/항공),골프장,168,강서구
1532,1533,신평골프연습장,부산 사하구 을숙도대로677번길 28-0,레포츠(육상/해상/항공),골프장,2691,사하구
8942,8922,씽씽골프존,부산 연제구 법원북로 45-0,레포츠(육상/해상/항공),골프장,153,연제구
8895,8894,승학스크린골프,부산 사하구 승학로 190-0,레포츠(육상/해상/항공),골프장,154,사하구
8865,8848,골프존파크부전베르빌점,부산 부산진구 부전로 43-0,레포츠(육상/해상/항공),골프장,156,부산진구
8863,8848,한일스크린골프,부산 금정구 중앙대로 1692-0,레포츠(육상/해상/항공),골프장,156,금정구
8838,8824,SG골프동부산점,부산 기장군 기장해안로 136-0,레포츠(육상/해상/항공),골프장,157,기장군
18336,18333,비케이스크린골프아카데미,부산 금정구 금샘로 456-0,레포츠(육상/해상/항공),골프장,24,금정구
8780,8761,현대스크린골프존,부산 부산진구 동평로 350-0,레포츠(육상/해상/항공),골프장,160,부산진구
8776,8761,하모니 더 골프,부산 해운대구 세실로 64-0,레포츠(육상/해상/항공),골프장,160,해운대구
8282,8268,비앤비골프,부산 강서구 명지오션시티4로 81-0,레포츠(육상/해상/항공),골프장,181,강서구
18393,18333,TOP스크린골프,부산 기장군 읍내로 48-0,레포츠(육상/해상/항공),골프장,24,기장군
34429,32675,현대실내골프연습장,부산 부산진구 동천로108번길 9-7,레포츠(육상/해상/항공),골프장,3,부산진구
34403,32675,골프인연습장,부산 동래구 충렬대로 368-0,레포츠(육상/해상/항공),골프장,3,동래구
8701,8702,골프존파크연산청림점,부산 연제구 세병로 31-0,레포츠(육상/해상/항공),골프장,162,연제구
18553,18333,SK스크린골프존,부산 북구 화명신도시로 133-0,레포츠(육상/해상/항공),골프장,24,북구
1479,1480,골프아카데미타가,부산 사상구 새벽시장로 100-0,레포츠(육상/해상/항공),골프장,2760,사상구
8634,8620,SG골프 신도시스크린골프,부산 기장군 산단4로 153-12,레포츠(육상/해상/항공),골프장,165,기장군
1491,1491,GDR아카데미부산명지점,부산 강서구 명지국제2로28번길 23-0,레포츠(육상/해상/항공),골프장,2743,강서구
8600,8600,쌍용골프클럽,부산 영도구,레포츠(육상/해상/항공),골프장,166,영도구
1444,1445,동남골프연습장,부산 연제구 중앙대로1150번길 36-0,레포츠(육상/해상/항공),골프장,2850,연제구
20134,19858,나이스스크린골프,부산 해운대구 수영강변대로 504-0,레포츠(육상/해상/항공),골프장,19,해운대구
8263,8241,브라더스크린골프,부산 남구 유엔로183번길 9-0,레포츠(육상/해상/항공),골프장,182,남구
33670,32675,SG골프24시놀이터스크린반여점,부산 해운대구 반여로41번길 54-0,레포츠(육상/해상/항공),골프장,3,해운대구
2033,2034,웰리빙스크린골프,부산 동구 중앙대로 270-0,레포츠(육상/해상/항공),골프장,1965,동구
19932,19858,대림스크린골프연습장,부산 서구 충무대로 133-0,레포츠(육상/해상/항공),골프장,19,서구
7733,7723,오션스크린골프,부산 영도구 해양로 69-0,레포츠(육상/해상/항공),골프장,210,영도구
20024,19858,GDR아카데미부산 광복점,부산 중구 중앙대로 2-0,레포츠(육상/해상/항공),골프장,19,중구
32862,32675,신라스크린골프,부산 해운대구 해운대로 105-0,레포츠(육상/해상/항공),골프장,3,해운대구
2066,2067,SG골프대명스크린,부산 강서구 명지국제8로10번길 12-0,레포츠(육상/해상/항공),골프장,1944,강서구
2074,2075,못골스크린골프,부산 남구 진남로 115-7,레포츠(육상/해상/항공),골프장,1939,남구
7715,7704,애플골프존,부산 기장군 정관8로 3-0,레포츠(육상/해상/항공),골프장,211,기장군
7696,7680,골프존파크구서굿샷점,부산 금정구 금강로 419-0,레포츠(육상/해상/항공),골프장,212,금정구
7683,7680,금정골프타운,부산 금정구 금정로237번길 14-0,레포츠(육상/해상/항공),골프장,212,금정구
7667,7668,수문스크린골프,부산 강서구 화전산단4로19번길 26-0,레포츠(육상/해상/항공),골프장,213,강서구
2122,2123,연제골프장,부산 연제구 월드컵대로 174-0,레포츠(육상/해상/항공),골프장,1879,연제구
7662,7652,오케이스크린골프존,부산 해운대구 좌동로 88-0,레포츠(육상/해상/항공),골프장,214,해운대구
2133,2133,우창웰스골프연습장,부산 북구 기찰로 164-0,레포츠(육상/해상/항공),골프장,1869,북구
30230,28231,해수랜드스크린골프,부산 영도구 남항남로 42-0,레포츠(육상/해상/항공),골프장,6,영도구
20120,19858,무성골프연습장,부산 강서구 신호산단2로 29-0,레포츠(육상/해상/항공),골프장,19,강서구
7612,7612,골프존파크반여잼스점,부산 해운대구 반여로155번길 12-0,레포츠(육상/해상/항공),골프장,216,해운대구
7796,7787,골프존파크광안수영스크린점,부산 수영구 감포로 106-0,레포츠(육상/해상/항공),골프장,206,수영구
7798,7787,명지스크린골프,부산 강서구 명지오션시티4로 62-0,레포츠(육상/해상/항공),골프장,206,강서구
19803,19543,골프존파크다대비전스포츠점,부산 사하구 다송로72번길 82-0,레포츠(육상/해상/항공),골프장,20,사하구
33046,32675,부영골프연습장,부산 기장군 대청로 19-0,레포츠(육상/해상/항공),골프장,3,기장군
19205,19206,골프존파크우동마린스크린골프점,부산 해운대구 해운대해변로 154-0,레포츠(육상/해상/항공),골프장,21,해운대구
19314,19206,골프존파크괴정일동스크린골프점,부산 사하구 낙동대로 301-0,레포츠(육상/해상/항공),골프장,21,사하구
19315,19206,그린라이언골프아카데미,부산 서구 구덕로 130-0,레포츠(육상/해상/항공),골프장,21,서구
8195,8183,인코스스크린골프존,부산 부산진구 백양대로320번길 4-0,레포츠(육상/해상/항공),골프장,184,부산진구
19362,19206,목화골프존,부산 연제구 거제천로182번길 50-0,레포츠(육상/해상/항공),골프장,21,연제구
19406,19206,정관골프연습장스크린,부산 기장군 용수로 109-15,레포츠(육상/해상/항공),골프장,21,기장군
1800,1801,아시아드야외스크린골프,부산 기장군 기장대로 1047-7,레포츠(육상/해상/항공),골프장,2250,기장군
33483,32675,부산골프,부산 사하구 낙동대로 267-0,레포츠(육상/해상/항공),골프장,3,사하구
33719,32675,더블유골프스튜디오,부산 해운대구 마린시티2로 33-0,레포츠(육상/해상/항공),골프장,3,해운대구
19578,19543,즐거운골프,부산 동래구 시실로 54-0,레포츠(육상/해상/항공),골프장,20,동래구
7932,7926,부산골프존24해운대점,부산 해운대구 좌동순환로249번길 21-0,레포츠(육상/해상/항공),골프장,198,해운대구
19741,19543,골프존필스크린,부산 북구 기찰로 12-0,레포츠(육상/해상/항공),골프장,20,북구
1894,1894,더원스크린골프,부산 강서구 대저들길17번길 323-0,레포츠(육상/해상/항공),골프장,2142,강서구
33127,32675,골프존스포렉스점,부산 동래구 명장로20번길 84-0,레포츠(육상/해상/항공),골프장,3,동래구
7904,7890,BK스크린골프연습장,부산 연제구 중앙대로1235번길 41-0,레포츠(육상/해상/항공),골프장,200,연제구
7893,7890,골프존파크괘법홀인원골프점,부산 사상구 사상로223번길 40-0,레포츠(육상/해상/항공),골프장,200,사상구
1933,1933,골프존파크민락씨플러스점,부산 수영구 민락수변로 29-0,레포츠(육상/해상/항공),골프장,2081,수영구
7890,7890,JOIN&JOY 스크린골프연습장,부산 해운대구 재반로 105-0,레포츠(육상/해상/항공),골프장,200,해운대구
8017,8004,JK스크린골프,부산 사하구 장평로 282-0,레포츠(육상/해상/항공),골프장,193,사하구
21993,21600,엔돌핀스크린골프스포츠,부산 동래구 쇠미로27번길 18-6,레포츠(육상/해상/항공),골프장,15,동래구
12723,12669,골프존파크덕천에이스골프점,부산 북구 의성로 91-0,레포츠(육상/해상/항공),골프장,65,북구
30021,28231,JK실내골프연습장,부산 강서구 명지오션시티4로 84-0,레포츠(육상/해상/항공),골프장,6,강서구
24915,24419,백양스크린골프,부산 사상구 백양대로 497-0,레포츠(육상/해상/항공),골프장,10,사상구
27447,27134,남태평양골프연습장,부산 사상구 낙동대로 713-0,레포츠(육상/해상/항공),골프장,7,사상구
4049,4050,골프존파크수안명품스크린점,부산 동래구 명륜로 52-0,레포츠(육상/해상/항공),골프장,739,동래구
5397,5398,위너스골프클럽,부산 동래구 충렬대로446번길 67-0,레포츠(육상/해상/항공),골프장,440,동래구
5385,5379,에이스크린골프연습장,부산 사상구 사상로 363-0,레포츠(육상/해상/항공),골프장,443,사상구
4088,4084,골프존파크사직골프랜드점,부산 연제구 경기장로 21-0,레포츠(육상/해상/항공),골프장,731,연제구
4093,4090,마린스크린골프,부산 해운대구 해운대해변로 154-0,레포츠(육상/해상/항공),골프장,730,해운대구
25039,24419,행복골프훈련소부산주례점,부산 사상구 주례로10번길 106-0,레포츠(육상/해상/항공),골프장,10,사상구
4101,4100,골프존파크학장골든스타스크린점,부산 사상구 학감대로192번길 6-0,레포츠(육상/해상/항공),골프장,728,사상구
5331,5329,반여스크린골프,부산 해운대구 반여로 11-0,레포츠(육상/해상/항공),골프장,453,해운대구
4124,4123,골프존파크기장동부산마이티점,부산 기장군 동부산관광10로 26-0,레포츠(육상/해상/항공),골프장,723,기장군
27230,27134,SG골프스타SG스크린골프,부산 해운대구 반여로 131-0,레포츠(육상/해상/항공),골프장,7,해운대구
25060,24419,골프존파크화명원그린골프점,부산 북구 화명신도시로 12-0,레포츠(육상/해상/항공),골프장,10,북구
5255,5251,W골프클럽,부산 사상구 대동로 95-0,레포츠(육상/해상/항공),골프장,467,사상구
25078,24419,태광스크린골프클럽,부산 동래구 충렬사로 39-0,레포츠(육상/해상/항공),골프장,10,동래구
5247,5242,롯데스크린골프,부산 부산진구 중앙대로 792-0,레포츠(육상/해상/항공),골프장,468,부산진구
5238,5236,골프존파크가야한양스크린점,부산 부산진구 엄광로 68-0,레포츠(육상/해상/항공),골프장,469,부산진구
4041,4039,KT스크린골프,부산 금정구 수림로20번길 36-0,레포츠(육상/해상/항공),골프장,742,금정구
5229,5229,한성기린스크린골프존,부산 동구 중앙대로 514-0,레포츠(육상/해상/항공),골프장,470,동구
27494,27134,화지스크린골프,부산 부산진구 동평로325번길 64-0,레포츠(육상/해상/항공),골프장,7,부산진구
24754,24419,해원골프연습장,부산 수영구 광안해변로344번길 9-15,레포츠(육상/해상/항공),골프장,10,수영구
27803,27134,SG스크린골프연습장괴정점,부산 사하구 낙동대로 154-0,레포츠(육상/해상/항공),골프장,7,사하구
3835,3831,MJ골프,부산 강서구 명지국제2로28번길 7-0,레포츠(육상/해상/항공),골프장,798,강서구
27790,27134,세리스크린골프,부산 동래구 미남로 130-0,레포츠(육상/해상/항공),골프장,7,동래구
3837,3837,한가족스크린골프,부산 부산진구 백양산로53번길 24-0,레포츠(육상/해상/항공),골프장,797,부산진구
5630,5627,동일스크린골프클럽,부산 동구 조방로 14-0,레포츠(육상/해상/항공),골프장,407,동구
5586,5586,골프존파크명지스타골프존점,부산 강서구 명지오션시티4로 59-0,레포츠(육상/해상/항공),골프장,411,강서구
24349,23977,한창골프연습장,부산 연제구 고분로13번길 25-0,레포츠(육상/해상/항공),골프장,11,연제구
24405,23977,동백스크린골프,부산 사상구 대동로 67-0,레포츠(육상/해상/항공),골프장,11,사상구
5531,5528,조은스크린골프연습장,부산 연제구 과정로 314-0,레포츠(육상/해상/항공),골프장,420,연제구
5516,5514,센트럴스크린골프,부산 부산진구 중앙대로666번길 50-0,레포츠(육상/해상/항공),골프장,422,부산진구
24490,24419,골프존파크구포나이스골프점,부산 북구 백양대로 1028-0,레포츠(육상/해상/항공),골프장,10,북구
5506,5506,화명생태공원파크골프장,부산 북구,레포츠(육상/해상/항공),골프장,423,북구
5504,5498,로데오스크린골프,부산 해운대구 좌동순환로 473-0,레포츠(육상/해상/항공),골프장,424,해운대구
5498,5498,아일랜드골프연습장,부산 영도구 해양로 214-0,레포츠(육상/해상/항공),골프장,424,영도구
24531,24419,타이거골프클럽,부산 연제구 명륜로 10-0,레포츠(육상/해상/항공),골프장,10,연제구
3934,3933,금정골프클럽,부산 금정구 금정로237번길 14-0,레포츠(육상/해상/항공),골프장,768,금정구
5463,5460,가야공원골프연습장,부산 부산진구 가야공원로 112-0,레포츠(육상/해상/항공),골프장,431,부산진구
24866,24419,스카이스크린골프연습장,부산 부산진구 시민공원로 11-0,레포츠(육상/해상/항공),골프장,10,부산진구
4217,4217,황금스크린골프,부산 사상구 대동로 267-0,레포츠(육상/해상/항공),골프장,696,사상구
4263,4264,뉴비치스크린골프연습장,부산 수영구 광남로 60-0,레포츠(육상/해상/항공),골프장,685,수영구
5167,5168,골프존파크양정롯데골프24,부산 부산진구 중앙대로969번길 11-0,레포츠(육상/해상/항공),골프장,482,부산진구
4963,4964,에이스스크린골프,부산 동구 자성로133번길 10-0,레포츠(육상/해상/항공),골프장,521,동구
4506,4501,사하골프연습장,부산 사하구,레포츠(육상/해상/항공),골프장,623,사하구
4532,4532,금강골프연습장,부산 동래구 금강로 67-0,레포츠(육상/해상/항공),골프장,616,동래구
4863,4863,베르빌골프아카데미,부산 부산진구 부전로 43-0,레포츠(육상/해상/항공),골프장,544,부산진구
4547,4547,골프존파크초장우리동네점,부산 서구 구덕로163번길 26-0,레포츠(육상/해상/항공),골프장,612,서구
4841,4839,태성골프아카데미,부산 강서구 유통단지1로49번길 16-0,레포츠(육상/해상/항공),골프장,548,강서구
25647,25273,골프존파크괴정승학스크린골프점,부산 사하구 승학로 190-0,레포츠(육상/해상/항공),골프장,9,사하구
4815,4812,윈윈스크린골프존,부산 동래구 석사로 23-0,레포츠(육상/해상/항공),골프장,554,동래구
4599,4600,고고골프클럽,부산 강서구 명지국제8로 270-0,레포츠(육상/해상/항공),골프장,597,강서구
26251,25273,발리골프클럽,부산 부산진구 백양산로53번길 79-0,레포츠(육상/해상/항공),골프장,9,부산진구
4778,4779,주주스포츠스크린골프,부산 기장군 기장대로413번길 52-0,레포츠(육상/해상/항공),골프장,560,기장군
4759,4757,럭키스크린골프연습장,부산 북구 산성로 39-0,레포츠(육상/해상/항공),골프장,564,북구
4655,4655,명문골프연습장,부산 사상구 광장로56번길 33-0,레포츠(육상/해상/항공),골프장,586,사상구
4660,4657,위드골프존,부산 금정구 중앙대로1826번길 10-8,레포츠(육상/해상/항공),골프장,585,금정구
4661,4657,골프존파크재송미진점,부산 해운대구 재반로 176-0,레포츠(육상/해상/항공),골프장,585,해운대구
25874,25273,뜨란채스크린골프아카데미,부산 동래구 연안로59번길 7-0,레포츠(육상/해상/항공),골프장,9,동래구
26123,25273,부산컨트리골프연습장,부산 금정구 중앙대로2327번길 112-0,레포츠(육상/해상/항공),골프장,9,금정구
26449,25273,골프존파크다대라이브점,부산 사하구 다대로 423-0,레포츠(육상/해상/항공),골프장,9,사하구
4477,4476,GDR아카데미부산중동점,부산 해운대구 해운대로 743-0,레포츠(육상/해상/항공),골프장,628,해운대구
26516,25273,롯데골프존24,부산 부산진구 중앙대로969번길 11-0,레포츠(육상/해상/항공),골프장,9,부산진구
25370,25273,골프존파크엄궁골드리버골프점,부산 사상구 낙동대로 672-42,레포츠(육상/해상/항공),골프장,9,사상구
26905,26718,SG골프녹산스크린,부산 강서구 낙동남로 610-0,레포츠(육상/해상/항공),골프장,8,강서구
