,Unnamed: 0,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,구군명,주소,위도,경도
300,300,관음정사,부산 해운대구 해운대로469번가길 47-0,역사관광지,절,Haeundae-gu,부산 해운대구 해운대로469번가길 47-0,35.1681011,129.1431417
301,301,용수사,부산 해운대구 해운대로383번가길 117-15,역사관광지,절,Haeundae-gu,부산 해운대구 해운대로383번가길 117-15,35.1726393,129.1437787
302,302,최치원선생비,부산 해운대구 동백로 99-0,문화시설,박물관/기념관,Haeundae-gu,부산 해운대구 동백로 99-0,35.1566781,129.1533051
303,303,운주사,부산 해운대구 운봉길 168-0,역사관광지,절,Haeundae-gu,부산 해운대구 운봉길 168,35.23123,129.14916
304,304,BMW Photo Space,부산 해운대구 해운대해변로 299-0,문화시설,전시장,Haeundae-gu,부산 해운대구 해운대해변로 299,35.1668153,129.1724472
305,305,혜성사,부산 해운대구 반송순환로 160-1,역사관광지,절,Haeundae-gu,부산 해운대구 반송순환로 160-1,35.224356,129.1521843
306,306,푸룻푸룻아일랜드,부산 해운대구 해운대해변로298번길 25-0,문화시설,화랑/전시관,Haeundae-gu,부산 해운대구 해운대해변로298번길 25-0,35.160775,129.1647455
307,307,최장호갤러리,부산 해운대구 좌동순환로 443-0,문화시설,화랑/전시관,Haeundae-gu,부산 해운대구 좌동순환로 443,35.1619659,129.1712659
308,308,장약암,부산 해운대구 선수촌로208번가길 78-0,역사관광지,절,Haeundae-gu,부산 해운대구,35.1629,129.1638
309,309,관음사,부산 해운대구 아랫반송로50번길 75-11,역사관광지,절,Haeundae-gu,부산 해운대구 아랫반송로50번길 75-11,35.2221598,129.1502644
310,310,진언불교,부산 해운대구 운봉길186번길 46-0,역사관광지,절,Haeundae-gu,부산 해운대구,35.1629,129.1638
311,311,시네마테크부산,부산 해운대구 수영강변대로 120-0,공연/행사,극장,Haeundae-gu,부산 해운대구 수영강변대로 120,35.1712188,129.1266587
312,312,태종대,부산 영도구 전망로 24-0,역사관광지,문화유적지,Yeongdo-gu,부산 영도구 전망로 24-0,35.0585684,129.0808551
313,313,국립해양박물관,부산 영도구 해양로301번길 45-0,문화시설,박물관/기념관,Yeongdo-gu,부산 영도구 해양로301번길 45-0,35.0816988,129.0764165
314,314,피아크,부산 영도구 해양로195번길 180-0,문화시설,문화생활시설기타,Yeongdo-gu,부산 영도구 해양로195번길 180,35.0882119,129.0759059
315,315,영도조내기고구마역사기념관,부산 영도구 벚꽃길 75-0,문화시설,박물관/기념관,Yeongdo-gu,부산 영도구 벚꽃길 75,35.0867255,129.0578046
316,316,태종대온천,부산 영도구 태종로 808-0,휴양관광지,온천,Yeongdo-gu,부산 영도구 태종로 808,35.093124,129.0375588
317,317,복천사,부산 영도구 산정길 41-0,역사관광지,절,Yeongdo-gu,부산 영도구 산정길 41-0,35.0819547,129.0474323
318,318,영도도서관,부산 영도구 함지로79번길 6-0,문화시설,문화생활시설기타,Yeongdo-gu,부산 영도구 함지로79번길 6-0,35.07449,129.06447
319,319,한마음선원부산지원,부산 영도구 함지로79번길 23-26,역사관광지,절,Yeongdo-gu,부산 영도구 함지로79번길 23-26,35.07449,129.06447
320,320,미룡사,부산 영도구 동삼남로 11-0,역사관광지,절,Yeongdo-gu,부산 영도구 동삼남로 11-0,35.07776,129.06817
321,321,삼진어묵체험역사관,부산 영도구 태종로99번길 36-0,문화시설,전시장,Yeongdo-gu,부산 영도구 태종로99번길 36-0,35.0923238,129.0423147
322,322,영도놀이마루,부산 영도구 와치로 259-0,문화시설,문화생활시설기타,Yeongdo-gu,부산 영도구 와치로 259,35.075598,129.0692132
323,323,영도도서관남항분관,부산 영도구 절영로 71-0,문화시설,문화생활시설기타,Yeongdo-gu,부산 영도구 절영로 71-0,35.0725633,129.0718921
324,324,흰여울문화마을거점센터,부산 영도구 해안산책길 52-0,문화시설,문화생활시설기타,Yeongdo-gu,부산 영도구,35.0908,129.0678
325,325,동삼동패총전시관,부산 영도구 태종로 729-0,문화시설,화랑/전시관,Yeongdo-gu,부산 영도구 태종로 729,35.093124,129.0375588
326,326,호국관음사,부산 영도구 산제당길 137-0,역사관광지,절,Yeongdo-gu,부산 영도구,35.0908,129.0678
327,327,관음정사,부산 영도구 태종로 813-31,역사관광지,절,Yeongdo-gu,부산 영도구 태종로 813-31,35.0636177,129.0824627
328,328,한국해양수산개발원해양수산정보센터,부산 영도구 해양로301번길 26-0,문화시설,문화생활시설기타,Yeongdo-gu,부산 영도구 해양로301번길 26-0,35.0816988,129.0764165
329,329,해련사,부산 영도구 벚꽃길 117-0,역사관광지,절,Yeongdo-gu,부산 영도구 벚꽃길 117,35.0867255,129.0578046
330,330,국립해양박물관해양도서관,부산 영도구 해양로301번길 45-0,문화시설,문화생활시설기타,Yeongdo-gu,부산 영도구 해양로301번길 45-0,35.0816988,129.0764165
331,331,태종사,부산 영도구 전망로 119-0,역사관광지,절,Yeongdo-gu,부산 영도구 전망로 119,35.0585684,129.0808551
332,332,백련사,부산 영도구 절영로 257-0,역사관광지,절,Yeongdo-gu,부산 영도구 절영로 257,35.0725633,129.0718921
333,333,깡깡이생활문화센터,부산 영도구 대평로27번길 8-8,문화시설,문화생활시설기타,Yeongdo-gu,부산 영도구 대평로27번길 8-8,35.0911143,129.034139
334,334,영화사,부산 영도구 비나리길 30-0,역사관광지,절,Yeongdo-gu,부산 영도구 비나리길 30-0,35.0852348,129.0476957
335,335,선박박물관,부산 영도구 해양로195번길 30-0,문화시설,박물관/기념관,Yeongdo-gu,부산 영도구 해양로195번길 30-0,35.0882119,129.0759059
336,336,무진선원,부산 영도구 함지로 6-0,역사관광지,절,Yeongdo-gu,부산 영도구 함지로 6-0,35.07171,129.06195
337,337,대흥사,부산 영도구 금잔디길 5-0,역사관광지,절,Yeongdo-gu,부산 영도구 금잔디길 5-0,35.0866773,129.0468316
338,338,선암사,부산 영도구 본산로 37-0,역사관광지,절,Yeongdo-gu,부산 영도구 본산로 37-0,35.0660241,129.0770656
339,339,순직선원위령탑,부산 영도구 태종로793번길 32-0,역사관광지,탑,Yeongdo-gu,부산 영도구 태종로793번길 32-0,35.065545,129.0822851
340,340,대법사,부산 영도구 산제당길 127-0,역사관광지,절,Yeongdo-gu,부산 영도구,35.0908,129.0678
341,341,봉래산영광사,부산 영도구 산제당길 226-0,역사관광지,절,Yeongdo-gu,부산 영도구,35.0908,129.0678
342,342,영선사,부산 영도구 절영로 281-0,역사관광지,절,Yeongdo-gu,부산 영도구 절영로 281,35.0725633,129.0718921
343,343,끄티,부산 영도구 해양로111번길 32-0,공연/행사,공연장,Yeongdo-gu,부산 영도구,35.0908,129.0678
344,344,영도문화원,부산 영도구 함지로79번길 6-0,문화시설,문화원,Yeongdo-gu,부산 영도구 함지로79번길 6-0,35.07449,129.06447
345,345,어울림마당작은도서관,부산 영도구 청학남로13번길 18-0,문화시설,문화생활시설기타,Yeongdo-gu,부산 영도구 청학남로13번길 18-0,35.0909726,129.0594365
346,346,복전심인당,부산 영도구 대교로14번길 21-8,역사관광지,절,Yeongdo-gu,부산 영도구 대교로14번길 21-8,35.0943609,129.044043
347,347,황해사,부산 영도구 와치로 136-0,역사관광지,절,Yeongdo-gu,부산 영도구 와치로 136-0,35.075598,129.0692132
348,348,법융사,부산 영도구 태종로833번길 55-0,역사관광지,절,Yeongdo-gu,부산 영도구 태종로833번길 55-0,35.0613371,129.083199
349,349,현성사,부산 영도구 와치로27번길 3-0,역사관광지,절,Yeongdo-gu,부산 영도구 와치로27번길 3-0,35.0896767,129.0593959
350,350,대한불교조계종대원사,부산 영도구 중리로 23-6,역사관광지,절,Yeongdo-gu,부산 영도구 중리로 23-6,35.07424,129.06817
351,351,깡깡이마을박물관,부산 영도구 대평로27번길 8-8,문화시설,박물관/기념관,Yeongdo-gu,부산 영도구 대평로27번길 8-8,35.0911143,129.034139
352,352,발원사,부산 영도구 와치로 310-78,역사관광지,절,Yeongdo-gu,부산 영도구 와치로 310-78,35.075598,129.0692132
353,353,송남원,부산 영도구 와치로 59-0,역사관광지,절,Yeongdo-gu,부산 영도구 와치로 59-0,35.075598,129.0692132
354,354,다보사,부산 영도구 신선초롱길 54-0,역사관광지,절,Yeongdo-gu,부산 영도구,35.0908,129.0678
355,355,깡깡이생활문화센터,부산 영도구 대평로27번길 6-0,문화시설,문화생활시설기타,Yeongdo-gu,부산 영도구 대평로27번길 6-0,35.0911143,129.034139
356,356,법화사,부산 영도구 중복길 490-0,역사관광지,절,Yeongdo-gu,부산 영도구 중복길 490,35.0858174,129.0473058
357,357,남항작은도서관,부산 영도구 절영로 71-0,문화시설,문화생활시설기타,Yeongdo-gu,부산 영도구 절영로 71-0,35.0725633,129.0718921
358,358,금불사,부산 영도구 동삼로68번길 13-0,역사관광지,절,Yeongdo-gu,부산 영도구 동삼로68번길 13-0,35.079574,129.0707869
359,359,미륵암,부산 영도구 와치로161번길 7-0,역사관광지,절,Yeongdo-gu,부산 영도구 와치로161번길 7-0,35.0810495,129.0659237
360,360,봉정사,부산 영도구 벚꽃길1번길 21-0,역사관광지,절,Yeongdo-gu,부산 영도구 벚꽃길1번길 21-0,35.0864083,129.059182
361,361,자원암,부산 영도구 일산봉로 82-1,역사관광지,절,Yeongdo-gu,부산 영도구 일산봉로 82-1,35.0881216,129.0646328
362,362,불각사,부산 영도구 웃서발로4번길 70-0,역사관광지,절,Yeongdo-gu,부산 영도구 웃서발로4번길 70-0,35.0824636,129.0672429
363,363,구명사,부산 영도구 전망로 316-0,역사관광지,절,Yeongdo-gu,부산 영도구 전망로 316,35.0585684,129.0808551
364,364,연봉사,부산 영도구 청학남로 34-1,역사관광지,절,Yeongdo-gu,부산 영도구 청학남로 34-1,35.0889818,129.0634881
365,365,삼밀사,부산 영도구 한사랑길 109-0,역사관광지,절,Yeongdo-gu,부산 영도구 한사랑길 109-0,35.0895454,129.044017
366,366,용석사,부산 영도구 청학서로65번길 14-0,역사관광지,절,Yeongdo-gu,부산 영도구,35.0908,129.0678
367,367,영선사,부산 영도구 에움길 78-0,역사관광지,절,Yeongdo-gu,부산 영도구 에움길 78,35.0807123,129.0434457
368,368,법성사,부산 영도구 동삼남로31번길 9-9,역사관광지,절,Yeongdo-gu,부산 영도구 동삼남로31번길 9-9,35.0784513,129.0696039
369,369,용화사,부산 영도구 동삼남로 38-10,역사관광지,절,Yeongdo-gu,부산 영도구 동삼남로 38-10,35.07776,129.06817
370,370,금수사,부산 영도구 청학북로 3-0,역사관광지,절,Yeongdo-gu,부산 영도구 청학북로 3-0,35.0943093,129.0581915
371,371,정해사,부산 영도구 와치로161번길 31-3,역사관광지,절,Yeongdo-gu,부산 영도구 와치로161번길 31-3,35.0810495,129.0659237
372,372,범어사,부산 금정구 범어사로 250-0,역사관광지,절,Geumjeong-gu,부산 금정구 범어사로 250,35.2843108,129.06977463532505
373,373,홍법사,부산 금정구 두구로33번길 202-0,역사관광지,절,Geumjeong-gu,부산 금정구,35.2429,129.0926
374,374,금정도서관,부산 금정구 금정도서관로 33-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 금정도서관로 33-0,35.2722675,129.1003
375,375,금정산성,부산 금정구,역사관광지,성,Geumjeong-gu,부산 금정구,35.2429,129.0926
376,376,롯데시네마오투,부산 금정구 중앙대로 1607-0,공연/행사,극장,Geumjeong-gu,부산 금정구 중앙대로 1607,35.2699841,129.0927392
377,377,금정산성동문,부산 금정구,역사관광지,문화유적지,Geumjeong-gu,부산 금정구,35.2429,129.0926
378,378,금샘도서관,부산 금정구 기찰로 94-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 기찰로 94,35.2324017,129.0928354
379,379,안국선원,부산 금정구 금단로 124-0,역사관광지,절,Geumjeong-gu,부산 금정구 금단로 124,35.2604478,129.09318380159272
380,380,금정산부곡온천,부산 금정구 수림로20번길 36-0,휴양관광지,온천,Geumjeong-gu,부산 금정구 수림로20번길 36-0,35.2418951,129.0903762
381,381,부산광역시립서동도서관,부산 금정구 서부로76번길 5-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 서부로76번길 5-0,35.2198825,129.0997347
382,382,광명사,부산 금정구 금샘로17번안길 45-0,역사관광지,절,Geumjeong-gu,부산 금정구 금샘로17번안길 45-0,35.2284921,129.0749445
383,383,메가박스부산대,부산 금정구 장전로12번길 55-0,공연/행사,극장,Geumjeong-gu,부산 금정구 장전로12번길 55-0,35.229477,129.0881751
384,384,금샘도서관,부산 금정구,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구,35.2429,129.0926
385,385,부곡암,부산 금정구 윤산로 73-21,역사관광지,절,Geumjeong-gu,부산 금정구 윤산로 73-21,35.2276591,129.0973702
386,386,청련암,부산 금정구 범어사로 246-0,역사관광지,절,Geumjeong-gu,부산 금정구 범어사로 246,35.2790458,129.0784751
387,387,오륜대한국순교자박물관,부산 금정구 오륜대로 106-1,문화시설,박물관/기념관,Geumjeong-gu,부산 금정구 오륜대로 106-1,35.2455506,129.0993571
388,388,금사락,부산 금정구 개좌로 162-0,공연/행사,공연장,Geumjeong-gu,부산 금정구 개좌로 162,35.2157266,129.1090819
389,389,탄생의신비관청소년성문화센터,부산 금정구 체육공원로399번길 324-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 체육공원로399번길 324,35.2905529,129.1014858
390,390,초록마술극장,부산 금정구 기찰로108번길 49-0,공연/행사,극장,Geumjeong-gu,부산 금정구 기찰로108번길 49-0,35.2422363,129.0954867
391,391,내원암,부산 금정구 범어사로 248-0,역사관광지,절,Geumjeong-gu,부산 금정구 범어사로 248,35.2790458,129.0784751
392,392,도원사,부산 금정구 북문로 139-0,역사관광지,절,Geumjeong-gu,부산 금정구 북문로 139,35.25619,129.05163
393,393,보광정사,부산 금정구 반송로 440-9,역사관광지,절,Geumjeong-gu,부산 금정구 반송로 440-9,35.2151129,129.1130564
394,394,예술공간Dot,부산 금정구 금샘로 35-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 금샘로 35-0,35.2662315,129.0848303
395,395,아마빌레뮤직홀,부산 금정구 무학송로 144-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 무학송로 144,35.2354554,129.0926623
396,396,캠퍼스디,부산 금정구 금사로 130-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 금사로 130,35.2179465,129.1098619
397,397,금정문화원,부산 금정구 중앙대로1826번길 10-4,문화시설,문화원,Geumjeong-gu,부산 금정구 중앙대로1826번길 10-4,35.2472184,129.093659
398,398,미리내작은도서관,부산 금정구 금강로347번길 32-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 금강로347번길 32-0,35.2389826,129.0835908
399,399,호국사,부산 금정구 산성로 874-0,역사관광지,절,Geumjeong-gu,부산 금정구 산성로 874,35.24282,129.05907
400,400,지장암,부산 금정구 범어사로 180-0,역사관광지,절,Geumjeong-gu,부산 금정구 범어사로 180,35.2790458,129.0784751
401,401,국청사,부산 금정구 북문로 42-0,역사관광지,절,Geumjeong-gu,부산 금정구 북문로 42-0,35.25619,129.05163
402,402,대원정사,부산 금정구 중앙대로1944번길 13-0,역사관광지,절,Geumjeong-gu,부산 금정구 중앙대로1944번길 13-0,35.2572894,129.0924232
403,403,미륵사,부산 금정구 북문로 126-0,역사관광지,절,Geumjeong-gu,부산 금정구 북문로 126,35.25619,129.05163
404,404,증인아트홀,부산 금정구 장전온천천로113번길 17-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 장전온천천로113번길 17-0,35.2351395,129.0881828
405,405,무명사,부산 금정구 금샘로 473-0,역사관광지,절,Geumjeong-gu,부산 금정구 금샘로 473,35.2662315,129.0848303
406,406,금천선원,부산 금정구 금샘로 271-0,역사관광지,절,Geumjeong-gu,부산 금정구 금샘로 271,35.2662315,129.0848303
407,407,금정북파크,부산 금정구 중앙대로 1621-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 중앙대로 1621,35.2699841,129.0927392
408,408,갤러리산,부산 금정구 범어사로 311-0,문화시설,화랑/전시관,Geumjeong-gu,부산 금정구 범어사로 311,35.2790458,129.0784751
409,409,아쿠아온,부산 금정구 수림로62번길 23-0,휴양관광지,수족관,Geumjeong-gu,부산 금정구 수림로62번길 23-0,35.2409404,129.0857728
410,410,금용사,부산 금정구 금샘로 201-0,역사관광지,절,Geumjeong-gu,부산 금정구 금샘로 201,35.2662315,129.0848303
411,411,요산문학관,부산 금정구 팔송로 60-6,문화시설,전시장,Geumjeong-gu,부산 금정구 팔송로 60-6,35.2718858,129.0859625
412,412,서동예술창작공간,부산 금정구 서동로149번길 8-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 서동로149번길 8-0,35.2150014,129.1030788
413,413,청년창조발전소꿈터플러스,부산 금정구 금정로 63-1,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 금정로 63-1,35.2409393,129.0874191
414,414,덕운사,부산 금정구 동부곡로27번다길 15-0,역사관광지,절,Geumjeong-gu,부산 금정구,35.2429,129.0926
415,415,청송암,부산 금정구 서곡로52번안길 36-4,역사관광지,절,Geumjeong-gu,부산 금정구 서곡로52번안길 36-4,35.220078,129.1022167
416,416,만성암,부산 금정구 상마1길 53-0,역사관광지,절,Geumjeong-gu,부산 금정구,35.2429,129.0926
417,417,대원사,부산 금정구 중앙대로 2383-26,역사관광지,절,Geumjeong-gu,부산 금정구 중앙대로 2383-26,35.2699841,129.0927392
418,418,아르코아트홀,부산 금정구 체육공원로19번길 5-0,공연/행사,공연장,Geumjeong-gu,부산 금정구 체육공원로19번길 5-0,35.2478114,129.0962909
419,419,보덕사,부산 금정구,역사관광지,절,Geumjeong-gu,부산 금정구,35.2429,129.0926
420,420,법해사,부산 금정구 금샘로 405-0,역사관광지,절,Geumjeong-gu,부산 금정구 금샘로 405,35.2662315,129.0848303
421,421,범어사성보박물관,부산 금정구 범어사로 296-0,문화시설,박물관/기념관,Geumjeong-gu,부산 금정구 범어사로 296,35.2790458,129.0784751
422,422,범어사성보박물관,부산 금정구 범어사로 250-0,문화시설,박물관/기념관,Geumjeong-gu,부산 금정구 범어사로 250,35.2843108,129.06977463532505
423,423,성불사,부산 금정구 범어사로 58-46,역사관광지,절,Geumjeong-gu,부산 금정구 범어사로 58-46,35.2790458,129.0784751
424,424,금성암,부산 금정구 공해2길 102-0,역사관광지,절,Geumjeong-gu,부산 금정구,35.2429,129.0926
425,425,수도사,부산 금정구 윤산로 135-0,역사관광지,절,Geumjeong-gu,부산 금정구 윤산로 135,35.2276591,129.0973702
426,426,대한불교혜일암,부산 금정구 대룡2길 22-0,역사관광지,절,Geumjeong-gu,부산 금정구,35.2429,129.0926
427,427,천불정사,부산 금정구 금강로 230-9,역사관광지,절,Geumjeong-gu,부산 금정구 금강로 230-9,35.2262943,129.0825347
428,428,사자암,부산 금정구 상마1길 26-0,역사관광지,절,Geumjeong-gu,부산 금정구,35.2429,129.0926
429,429,킴스아트필드미술관,부산 금정구 죽전1길 29-0,문화시설,미술관,Geumjeong-gu,부산 금정구 죽전1길 29-0,35.252289,129.0546236
430,430,문수선원,부산 금정구 청룡예전로 100-0,역사관광지,절,Geumjeong-gu,부산 금정구 청룡예전로 100-0,35.2748404,129.0907401
431,431,남율사,부산 금정구 대두로29번길 16-0,역사관광지,절,Geumjeong-gu,부산 금정구,35.2429,129.0926
432,432,회동동복합커뮤니티문화센터,부산 금정구 회천로5번길 2-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 회천로5번길 2-0,35.2261452,129.1149518
433,433,대원사,부산 금정구 금정도서관로 60-0,역사관광지,절,Geumjeong-gu,부산 금정구 금정도서관로 60-0,35.2722675,129.1003
434,434,범어사대웅전,부산 금정구 범어사로 250-0,역사관광지,문화유적지,Geumjeong-gu,부산 금정구 범어사로 250,35.2843108,129.06977463532505
435,435,원효사,부산 금정구 범어사로 58-75,역사관광지,절,Geumjeong-gu,부산 금정구 범어사로 58-75,35.2790458,129.0784751
436,436,금화사,부산 금정구 구서중앙로15번길 21-0,역사관광지,절,Geumjeong-gu,부산 금정구 구서중앙로15번길 21-0,35.2540891,129.0895114
437,437,범어사조계문,부산 금정구 범어사로 250-0,역사관광지,문화유적지,Geumjeong-gu,부산 금정구 범어사로 250,35.2843108,129.06977463532505
438,438,머드레작은도서관,부산 금정구 범어천로52번길 25-3,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 범어천로52번길 25-3,35.2709191,129.091716
439,439,금정아이꿈자람작은도서관,부산 금정구 금정로 29-6,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 금정로 29-6,35.2274754,129.0855263
440,440,호국사,부산 금정구 금샘로17번길 8-4,역사관광지,절,Geumjeong-gu,부산 금정구 금샘로17번길 8-4,35.227786,129.0763331
441,441,법전사,부산 금정구 중앙대로 2138-9,역사관광지,절,Geumjeong-gu,부산 금정구 중앙대로 2138,35.2699841,129.0927392
442,442,책마을보드랑작은도서관,부산 금정구 서동로 115-1,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 서동로 115-1,35.2177944,129.095715
443,443,달마사,부산 금정구 부산대학로63번길 2-1,역사관광지,절,Geumjeong-gu,부산 금정구 부산대학로63번길 2-1,35.2304429,129.0839657
444,444,용천사,부산 금정구 작장1길 139-38,역사관광지,절,Geumjeong-gu,부산 금정구 작장1길 139-38,35.2838588,129.0910975
445,445,붐빌,부산 금정구 체육공원로 595-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 체육공원로 595,35.2882139,129.1104885
446,446,대성암,부산 금정구 범어사로 250-0,역사관광지,절,Geumjeong-gu,부산 금정구 범어사로 250,35.2843108,129.06977463532505
447,447,금정예술공연지원센터,부산 금정구 금강로 252-1,공연/행사,공연장,Geumjeong-gu,부산 금정구 금강로 252-1,35.2721158,129.0890267
448,448,석림정사약사전,부산 금정구 윤산로 145-0,역사관광지,절,Geumjeong-gu,부산 금정구 윤산로 145,35.2276591,129.0973702
449,449,금정세대공감센터,부산 금정구 금정로 29-6,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 금정로 29-6,35.2274754,129.0855263
450,450,인터플레이클럽,부산 금정구 금정로 89-0,공연/행사,공연장,Geumjeong-gu,부산 금정구 금정로 89-0,35.2302371,129.0848109
451,451,보광암,부산 금정구 산성로 946-0,역사관광지,절,Geumjeong-gu,부산 금정구 산성로 946,35.24282,129.05907
452,452,섯골생활문화센터,부산 금정구 서곡로33번길 9-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 서곡로33번길 9-0,35.2164833,129.1038474
453,453,부산음악창작소,부산 금정구 금강로 252-1,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 금강로 252-1,35.2721158,129.0890267
454,454,꿈나래어린이극장,부산 금정구 체육공원로399번길 324-0,공연/행사,공연장,Geumjeong-gu,부산 금정구 체육공원로399번길 324,35.2905529,129.1014858
455,455,안심치유정원,부산 금정구 체육공원로 545-0,휴양관광지,동식물원,Geumjeong-gu,부산 금정구 체육공원로 545,35.2882139,129.1104885
456,456,금샘마을도서관,부산 금정구 금강로 673-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 금강로 673,35.2262943,129.0825347
457,457,원광사,부산 금정구 금사로211번길 14-2,역사관광지,절,Geumjeong-gu,부산 금정구 금사로211번길 14-2,35.2297033,129.1200319
458,458,관음정사,부산 금정구 범어사로 322-0,역사관광지,절,Geumjeong-gu,부산 금정구 범어사로 322-0,35.2790458,129.0784751
459,459,셔우드아트홀,부산 금정구 금강로321번길 15-0,공연/행사,공연장,Geumjeong-gu,부산 금정구 금강로321번길 15-0,35.2376683,129.0807219
460,460,유법사,부산 금정구 북문로 24-0,역사관광지,절,Geumjeong-gu,부산 금정구 북문로 24-0,35.25619,129.05163
461,461,관음사,부산 금정구 오륜대로 145-121,역사관광지,절,Geumjeong-gu,부산 금정구 오륜대로 145-121,35.2455506,129.0993571
462,462,금강암,부산 금정구 범어사로 254-0,역사관광지,절,Geumjeong-gu,부산 금정구 범어사로 254,35.2790458,129.0784751
463,463,장전생활문화센터,부산 금정구 금강로335번길 27-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 금강로335번길 27-0,35.237929,129.0800489
464,464,무위암,부산 금정구 부산대학로63번길 2-1,역사관광지,절,Geumjeong-gu,부산 금정구 부산대학로63번길 2-1,35.2304429,129.0839657
465,465,불광사,부산 금정구 금샘로485번길 188-0,역사관광지,절,Geumjeong-gu,부산 금정구 금샘로485번길 188,35.26909575,129.07503937063692
466,466,관음암,부산 금정구 청룡예전로96번길 17-0,역사관광지,절,Geumjeong-gu,부산 금정구 청룡예전로96번길 17-0,35.2795037,129.0867805
467,467,노포동고분군,부산 금정구,역사관광지,문화유적지,Geumjeong-gu,부산 금정구,35.2429,129.0926
468,468,아르코공연연습센터금정,부산 금정구 체육공원로 7-0,공연/행사,공연장,Geumjeong-gu,부산 금정구 체육공원로 7-0,35.2882139,129.1104885
469,469,보현사,부산 금정구 온천장로125번길 68-0,역사관광지,절,Geumjeong-gu,부산 금정구 온천장로125번길 68,35.2231234,129.0835954
470,470,혜일암,부산 금정구 대룡2길 22-0,역사관광지,절,Geumjeong-gu,부산 금정구,35.2429,129.0926
471,471,상현재실,부산 금정구 상현로105번길 90-0,역사관광지,고택/생가/민속마을,Geumjeong-gu,부산 금정구,35.2429,129.0926
472,472,정수암,부산 금정구 북문로 160-0,역사관광지,절,Geumjeong-gu,부산 금정구 북문로 160,35.25619,129.05163
473,473,자갈치소극장,부산 금정구 부곡로 77-0,공연/행사,공연장,Geumjeong-gu,부산 금정구 부곡로 77,35.2212394,129.0893274
474,474,선불도량,부산 금정구 금샘로 531-0,역사관광지,절,Geumjeong-gu,부산 금정구 금샘로 531,35.2662315,129.0848303
475,475,샛별공방,부산 금정구 팔송로7번길 37-1,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 팔송로7번길 37-1,35.2714969,129.0916966
476,476,범어사등나무군생지,부산 금정구 범어사로 244-0,역사관광지,문화유적지,Geumjeong-gu,부산 금정구 범어사로 244-0,35.2790458,129.0784751
477,477,소소담갤러리,부산 금정구 상현로79번길 40-0,문화시설,화랑/전시관,Geumjeong-gu,부산 금정구 상현로79번길 40-0,35.2662952,129.113309
478,478,재난안전체험관,부산 금정구 체육공원로399번길 324-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 체육공원로399번길 324,35.2905529,129.1014858
479,479,회명사,부산 금정구 금샘로17번안길 41-0,역사관광지,절,Geumjeong-gu,부산 금정구 금샘로17번안길 41-0,35.2284921,129.0749445
480,480,금정스포원어린이작은도서관,부산 금정구 체육공원로399번길 324-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 체육공원로399번길 324,35.2905529,129.1014858
481,481,아트스페이스리,부산 금정구 금샘로 30-1,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 금샘로 30-1,35.2662315,129.0848303
482,482,리우,부산 금정구 온천장로 132-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 온천장로 132,35.2228422,129.0853984
483,483,성불사,부산 금정구 금사로 135-0,역사관광지,절,Geumjeong-gu,부산 금정구 금사로 135,35.2179465,129.1098619
484,484,법성사,부산 금정구,역사관광지,절,Geumjeong-gu,부산 금정구,35.2429,129.0926
485,485,천기공자발동공건강센터,부산 금정구 오시게로54번길 12-0,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 오시게로54번길 12-0,35.2215911,129.0888815
486,486,은빛사랑채작은도서관,부산 금정구 서동로60번길 13-22,문화시설,문화생활시설기타,Geumjeong-gu,부산 금정구 서동로60번길 13-22,35.2176618,129.0943919
