순위,관광지명,주소,분류,현지인 검색 수
89,청량사,부산 강서구 제도로 29-0,절,403
90,올리브영명지국제신도시점,부산 강서구 명지국제8로 260-0,쇼핑기타,402
91,가덕도선착장,부산 강서구,항구,399
92,대항항포진지,부산 강서구,동굴,393
93,몬스터캠핑트레일러,부산 강서구 호계로 97-0,쇼핑기타,391
94,녹산산업용품상가,부산 강서구 녹산산단232로 38-3,쇼핑기타,390
95,굿프라임호텔,부산 강서구 과학산단2로 12-0,모텔/여관,388
95,이마트에브리데이오션시티점,부산 강서구 명지오션시티4로 68-0,쇼핑기타,388
97,부산배드민턴센터,부산 강서구 낙동북로 41-0,레저/스포츠기타,387
98,강동배드민턴센터,부산 강서구 낙동북로126번길 56-0,레저/스포츠기타,384
99,CU명지행복마을점,부산 강서구 명지오션시티10로 124-0,쇼핑기타,378
100,조이배드민턴센터,부산 강서구 대저로89번가길 59-0,레저/스포츠기타,375
