순위,관광지명,주소,분류,합산 검색 수
76,구덕종합운동장,부산 서구 망양로 57-0,운동장,50306
77,장안사,부산 기장군 장안로 482-0,절,50207
78,해운대CC,부산 기장군 병산2로 265-0,골프장,49649
79,롯데마트부산점,부산 부산진구 신천대로 241-0,쇼핑센터,49524
80,홈플러스부산연산점,부산 연제구 반송로 88-0,쇼핑센터,48536
81,부산요트경기장,부산 해운대구 해운대해변로 84-0,수상해양스포츠,48371
82,흰여울문화마을,부산 영도구,관광명소기타,47647
83,NC백화점부산대점,부산 금정구 부산대학로63번길 2-0,쇼핑센터,46112
84,임랑해수욕장,부산 기장군,해수욕장,45100
85,해운대비치골프앤리조트,부산 기장군 대변로 74-0,골프장,45018
86,더베이101,부산 해운대구 동백로 52-0,문화생활시설기타,44654
87,SEA LIFE 부산아쿠아리움,부산 해운대구 해운대해변로 266-0,수족관,44082
88,렛츠런파크부산경남,부산 강서구 가락대로 929-0,경마장,43873
89,롯데마트사상점,부산 사상구 낙동대로 733-0,쇼핑센터,43861
90,아홉산숲,부산 기장군 미동길 37-1,동식물원,43588
91,센텀프리미어호텔,부산 해운대구 센텀1로 17-0,호텔,43461
92,황령산전망대,부산 남구 못골로 15-0,전망대,43322
93,벡스코제2전시장,부산 해운대구 APEC로 30-0,전시장,42293
94,부산항제5부두,부산 동구 충장대로 314-0,항구,41896
95,국립부산과학관,부산 기장군 동부산관광6로 59-0,과학관,41819
96,허심청,부산 동래구 온천장로107번길 32-0,온천,41118
97,이기대수변공원,부산 남구 이기대공원로 105-20,공원,40528
98,죽성드림세트장,부산 기장군,촬영지,40258
99,스톤게이트CC,부산 기장군 곡천길 317-0,골프장,40148
100,화명생태공원,부산 북구,공원,40068
