순위,관광지명,주소,분류,외지인 검색 수
58,해운대블루라인파크미포정거장,부산 해운대구 달맞이길62번길 13-0,관광명소기타,53107
59,해운대센텀호텔,부산 해운대구 센텀3로 20-0,호텔,53080
60,롯데호텔부산점,부산 부산진구 가야대로 772-0,호텔,52259
61,신라스테이해운대,부산 해운대구 해운대로570번길 46-0,호텔,52106
62,홈플러스센텀시티점,부산 해운대구 센텀동로 6-0,쇼핑센터,50937
63,그랜드조선부산,부산 해운대구 해운대해변로 292-0,호텔,50827
64,다대포해변공원,부산 사하구,공원,49679
65,메가마트남천점,부산 수영구 황령대로 521-0,쇼핑센터,49644
66,부산산업용품유통상가,부산 사상구 괘감로 37-0,쇼핑기타,49471
67,흰여울문화마을,부산 영도구,관광명소기타,47058
68,스포원파크,부산 금정구 체육공원로399번길 324-0,공원,46884
69,시그니엘부산,부산 해운대구 달맞이길 30-0,호텔,46815
70,사직야구장,부산 동래구 사직로 45-0,운동장,46564
71,부산신항,부산 강서구 신항남로 330-0,항구,45084
72,해운대CC,부산 기장군 병산2로 265-0,골프장,44501
73,장안사,부산 기장군 장안로 482-0,절,43716
74,르네시떼,부산 사상구 광장로 7-0,쇼핑센터,43702
75,NC백화점해운대점,부산 해운대구 해운대로 813-0,쇼핑센터,42164
76,팔레드시즈,부산 해운대구 해운대해변로298번길 24-0,콘도/리조트,42126
77,SEA LIFE 부산아쿠아리움,부산 해운대구 해운대해변로 266-0,수족관,41502
78,더베이101,부산 해운대구 동백로 52-0,문화생활시설기타,41397
79,아트몰링하단점,부산 사하구 낙동남로 1413-0,쇼핑센터,41394
80,아홉산숲,부산 기장군 미동길 37-1,동식물원,41268
81,황령산전망대,부산 남구 못골로 15-0,전망대,40992
82,NC백화점부산대점,부산 금정구 부산대학로63번길 2-0,쇼핑센터,40283
83,해운대비치골프앤리조트,부산 기장군 대변로 74-0,골프장,40021
84,부산요트경기장,부산 해운대구 해운대해변로 84-0,수상해양스포츠,39392
85,임랑해수욕장,부산 기장군,해수욕장,39272
86,구덕종합운동장,부산 서구 망양로 57-0,운동장,39118
87,홈플러스부산연산점,부산 연제구 반송로 88-0,쇼핑센터,38712
88,죽성드림세트장,부산 기장군,촬영지,38317
89,국립부산과학관,부산 기장군 동부산관광6로 59-0,과학관,37968
90,롯데마트부산점,부산 부산진구 신천대로 241-0,쇼핑센터,37766
91,센텀프리미어호텔,부산 해운대구 센텀1로 17-0,호텔,37664
92,부산신항국제터미널,부산 강서구 신항남로 330-0,항구,37275
93,부평깡통시장,부산 중구 부평1길 48-0,시장기타,37165
94,이기대수변공원,부산 남구 이기대공원로 105-20,공원,37080
95,부산항제5부두,부산 동구 충장대로 314-0,항구,36558
96,렛츠런파크부산경남,부산 강서구 가락대로 929-0,경마장,36508
97,스톤게이트CC,부산 기장군 곡천길 317-0,골프장,36161
98,롯데마트사상점,부산 사상구 낙동대로 733-0,쇼핑센터,36152
99,벡스코제2전시장,부산 해운대구 APEC로 30-0,전시장,36085
100,암남공원,부산 서구 암남공원로 185-0,공원,35429
